Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 20.000
measuring_height_(z-d)_[m]_=_  1.966
wind_speed_[m+1s-1]_=_  5.140
averaging_interval_[min]_=_     10
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
0.964355,0.368968,-0.172020
0.966797,0.369902,0.581002
0.969238,0.370836,0.116914
0.971680,0.371770,-0.112703
0.974121,0.372704,-0.308262
0.976562,0.373638,0.447282
0.979004,0.374573,0.242535
0.981445,0.375507,0.235990
0.983887,0.376441,0.325238E-01
0.986328,0.377375,-0.378437E-01
0.988770,0.378309,0.177306
0.991211,0.379243,0.167796
0.993652,0.380177,0.995819E-01
0.996094,0.381111,0.110075E-01
0.998535,0.382045,0.885694E-01
1.00098,0.382979,-0.557116E-01
1.00342,0.383914,0.371043E-01
1.00586,0.384848,-0.100217
1.00830,0.385782,0.252061E-01
1.01074,0.386716,0.100065
1.01318,0.387650,-0.203167
1.01562,0.388584,-0.926781E-01
1.01807,0.389518,0.358752E-01
1.02051,0.390452,0.935811E-01
1.02295,0.391386,-0.229494
1.02539,0.392320,0.157511
1.02783,0.393254,0.564282
1.03027,0.394189,0.516771E-01
1.03271,0.395123,-0.653361E-01
1.03516,0.396057,0.183189
1.03760,0.396991,-0.321334E-02
1.04004,0.397925,0.831949
1.04248,0.398859,-0.587342E-02
1.04492,0.399793,0.225230
1.04736,0.400727,0.115221
1.04980,0.401661,-0.204789
1.05225,0.402595,0.323934
1.05469,0.403530,0.496670
1.05713,0.404464,0.896220
1.05957,0.405398,-0.292640E-01
1.06201,0.406332,0.254901
1.06445,0.407266,0.151784
1.06689,0.408200,0.302046E-01
1.06934,0.409134,0.240160E-02
1.07178,0.410068,0.659285E-01
1.07422,0.411002,0.368851E-01
1.07666,0.411936,-0.240570
1.07910,0.412871,0.109466
1.08154,0.413805,0.956548E-01
1.08398,0.414739,0.927376E-01
1.08643,0.415673,0.236223
1.08887,0.416607,-0.255868E-01
1.09131,0.417541,0.182007
1.09375,0.418475,-0.606720E-01
1.09619,0.419409,0.437599E-01
1.09863,0.420343,0.277183
1.10107,0.421277,0.980181E-01
1.10352,0.422211,0.892564E-01
1.10596,0.423146,0.783922E-01
1.10840,0.424080,0.112698
1.11084,0.425014,-0.122251
1.11328,0.425948,-0.200724E-01
1.11572,0.426882,0.968229
1.11816,0.427816,1.80987
1.12061,0.428750,0.864307
1.12305,0.429684,0.125669
1.12549,0.430618,0.694407E-01
1.12793,0.431552,0.268335
1.13037,0.432487,0.196230
1.13281,0.433421,0.165317E-01
1.13525,0.434355,0.221800
1.13770,0.435289,-0.465302E-02
1.14014,0.436223,0.645001
1.14258,0.437157,-0.199736
1.14502,0.438091,-0.928092E-01
1.14746,0.439025,0.212994
1.14990,0.439959,0.855701
1.15234,0.440893,0.444738
1.15479,0.441827,-0.112086E-01
1.15723,0.442762,0.159858
1.15967,0.443696,0.120736
1.16211,0.444630,0.237757
1.16455,0.445564,0.586344
1.16699,0.446498,0.623260
1.16943,0.447432,0.126291
1.17188,0.448366,0.377868
1.17432,0.449300,-0.330280
1.17676,0.450234,0.907324
1.17920,0.451168,0.227836
1.18164,0.452103,-0.816499E-01
1.18408,0.453037,0.188938
1.18652,0.453971,-0.229244E-01
1.18896,0.454905,0.155621
1.19141,0.455839,0.256104
1.19385,0.456773,0.171735
1.19629,0.457707,0.617237E-01
1.19873,0.458641,-0.223572E-01
1.20117,0.459575,0.500762
1.20361,0.460509,0.251057
1.20605,0.461444,0.334202
1.20850,0.462378,0.864424E-01
1.21094,0.463312,0.285093
1.21338,0.464246,0.246165
1.21582,0.465180,-0.707300E-01
1.21826,0.466114,-0.114270E-01
1.22070,0.467048,0.343049
1.22314,0.467982,0.133428
1.22559,0.468916,0.320016
1.22803,0.469850,0.233605
1.23047,0.470784,-0.138141
1.23291,0.471719,0.136750
1.23535,0.472653,0.259908
1.23779,0.473587,0.999575E-01
1.24023,0.474521,0.162384
1.24268,0.475455,0.823197E-01
1.24512,0.476389,0.772555E-01
1.24756,0.477323,0.307734
1.25000,0.478257,0.109692E-01
1.25244,0.479191,0.408002E-01
1.25488,0.480125,0.857893
1.25732,0.481060,0.628842E-01
1.25977,0.481994,0.804561
1.26221,0.482928,0.853550
1.26465,0.483862,0.150279
1.26709,0.484796,-0.630756E-01
1.26953,0.485730,0.251449
1.27197,0.486664,-0.965314E-01
1.27441,0.487598,0.550930
1.27686,0.488532,0.561572E-01
1.27930,0.489466,-0.209558E-01
1.28174,0.490400,-0.245056
1.28418,0.491335,0.215921
1.28662,0.492269,-0.442443E-01
1.28906,0.493203,0.789226E-01
1.29150,0.494137,1.11864
1.29395,0.495071,0.196999
1.29639,0.496005,-0.137489
1.29883,0.496939,0.414347E-01
1.30127,0.497873,0.856890E-01
1.30371,0.498807,0.306038E-02
1.30615,0.499741,1.20398
1.30859,0.500676,0.104251
1.31104,0.501610,0.574293E-01
1.31348,0.502544,0.263388E-02
1.31592,0.503478,0.676001E-01
1.31836,0.504412,0.502740
1.32080,0.505346,0.383828
1.32324,0.506280,-0.187830
1.32568,0.507214,-0.441916E-01
1.32812,0.508148,-0.674026E-01
1.33057,0.509082,-0.294297E-01
1.33301,0.510017,0.654533E-01
1.33545,0.510951,-0.251452E-01
1.33789,0.511885,0.624894
1.34033,0.512819,0.352528
1.34277,0.513753,0.535903E-01
1.34521,0.514687,-0.296246
1.34766,0.515621,-0.546621E-01
1.35010,0.516555,-0.264142E-02
1.35254,0.517489,-0.225652
1.35498,0.518423,0.558378E-01
1.35742,0.519357,0.808542
1.35986,0.520292,0.100139
1.36230,0.521226,0.837688
1.36475,0.522160,0.803093
1.36719,0.523094,0.331971
1.36963,0.524028,0.296394
1.37207,0.524962,-0.200586
1.37451,0.525896,0.169518
1.37695,0.526830,0.102581E-01
1.37939,0.527764,0.258583E-01
1.38184,0.528698,0.267994
1.38428,0.529633,0.118660
1.38672,0.530567,0.296236
1.38916,0.531501,-0.659470E-01
1.39160,0.532435,-0.144004
1.39404,0.533369,0.136674
1.39648,0.534303,0.127359
1.39893,0.535237,-0.944697E-01
1.40137,0.536171,-0.245479
1.40381,0.537105,0.991076
1.40625,0.538039,-0.268479E-01
1.40869,0.538973,0.257351
1.41113,0.539908,-0.498982E-01
1.41357,0.540842,0.112684
1.41602,0.541776,0.864802E-01
1.41846,0.542710,0.180433E-01
1.42090,0.543644,0.139978
1.42334,0.544578,-0.212740
1.42578,0.545512,0.836082
1.42822,0.546446,0.207591E-01
1.43066,0.547380,0.102048
1.43311,0.548314,0.750540
1.43555,0.549249,-0.993176E-01
1.43799,0.550183,0.160629
1.44043,0.551117,-0.471463
1.44287,0.552051,0.391268
1.44531,0.552985,0.304388
1.44775,0.553919,0.504316
1.45020,0.554853,-0.512814E-01
1.45264,0.555787,0.890409E-01
1.45508,0.556721,-0.594496E-01
1.45752,0.557655,0.126868
1.45996,0.558590,-0.184641
1.46240,0.559524,-0.138516
1.46484,0.560458,0.595588
1.46729,0.561392,-0.385897E-01
1.46973,0.562326,-0.256062E-01
1.47217,0.563260,0.225043
1.47461,0.564194,0.794336E-01
1.47705,0.565128,0.456669
1.47949,0.566062,0.280945
1.48193,0.566996,-0.177290
1.48438,0.567930,0.509671
1.48682,0.568865,0.286925E-01
1.48926,0.569799,0.409076
1.49170,0.570733,-0.243446
1.49414,0.571667,0.425631
1.49658,0.572601,0.125885
1.49902,0.573535,0.331668
1.50146,0.574469,0.690016
1.50391,0.575403,0.760477
1.50635,0.576337,0.213751
1.50879,0.577271,0.202219
1.51123,0.578206,-0.807038E-01
1.51367,0.579140,0.252234
1.51611,0.580074,0.177660
1.51855,0.581008,0.269684E-01
1.52100,0.581942,0.216957
1.52344,0.582876,0.625274E-01
1.52588,0.583810,0.949481E-02
1.52832,0.584744,0.500243
1.53076,0.585678,0.608291
1.53320,0.586612,-0.950050E-01
1.53564,0.587546,0.300774
1.53809,0.588481,0.125651
1.54053,0.589415,-0.157755
1.54297,0.590349,0.113639
1.54541,0.591283,0.324269E-01
1.54785,0.592217,0.415058
1.55029,0.593151,-0.585613E-01
1.55273,0.594085,0.970827E-01
1.55518,0.595019,0.591393
1.55762,0.595953,1.21985
1.56006,0.596887,0.362508E-01
1.56250,0.597822,-0.188236
1.56494,0.598756,-0.269477
1.56738,0.599690,-0.744707E-01
1.56982,0.600624,-0.196671
1.57227,0.601558,0.422033
1.57471,0.602492,-0.502402E-01
1.57715,0.603426,0.584096
1.57959,0.604360,0.114687E-01
1.58203,0.605294,0.167336
1.58447,0.606228,-0.336564E-01
1.58691,0.607163,-0.879919E-01
1.58936,0.608097,0.367691
1.59180,0.609031,0.194230
1.59424,0.609965,0.547174
1.59668,0.610899,0.422440
1.59912,0.611833,0.331524
1.60156,0.612767,0.101450
1.60400,0.613701,-0.792376E-01
1.60645,0.614635,0.391108
1.60889,0.615569,0.358159
1.61133,0.616503,0.470875E-01
1.61377,0.617438,-0.736360E-01
1.61621,0.618372,-0.337765E-01
1.61865,0.619306,-0.100314
1.62109,0.620240,-0.144145
1.62354,0.621174,0.697440
1.62598,0.622108,-0.719548E-01
1.62842,0.623042,0.552916E-01
1.63086,0.623976,-0.333216
1.63330,0.624910,-0.140358
1.63574,0.625844,0.135211
1.63818,0.626779,0.192677
1.64062,0.627713,-0.120796E-01
1.64307,0.628647,-0.175455
1.64551,0.629581,0.461201
1.64795,0.630515,0.786137
1.65039,0.631449,0.414670
1.65283,0.632383,-0.902794E-01
1.65527,0.633317,0.809966E-01
1.65771,0.634251,0.228558
1.66016,0.635185,0.275590
1.66260,0.636119,0.180178
1.66504,0.637054,0.617757E-02
1.66748,0.637988,0.579887
1.66992,0.638922,0.131571E-02
1.67236,0.639856,0.377663
1.67480,0.640790,0.257418
1.67725,0.641724,-0.686186E-02
1.67969,0.642658,-0.164979
1.68213,0.643592,-0.699443E-01
1.68457,0.644526,0.833527
1.68701,0.645460,0.667066E-01
1.68945,0.646395,0.680421E-01
1.69189,0.647329,0.306372
1.69434,0.648263,0.266864
1.69678,0.649197,0.899787E-01
1.69922,0.650131,1.14068
1.70166,0.651065,0.420754E-01
1.70410,0.651999,0.198247
1.70654,0.652933,-0.107029
1.70898,0.653867,0.154107
1.71143,0.654801,0.859782E-01
1.71387,0.655736,0.237892
1.71631,0.656670,-0.371328E-01
1.71875,0.657604,0.980094E-02
1.72119,0.658538,0.178274
1.72363,0.659472,0.142640
1.72607,0.660406,-0.275784
1.72852,0.661340,0.570782E-01
1.73096,0.662274,0.152875
1.73340,0.663208,1.00331
1.73584,0.664142,0.122081
1.73828,0.665076,0.348349
1.74072,0.666011,0.609172E-01
1.74316,0.666945,0.650028E-02
1.74561,0.667879,-0.273074
1.74805,0.668813,0.634375E-01
1.75049,0.669747,-0.130550E-01
1.75293,0.670681,-0.482890E-01
1.75537,0.671615,0.144463
1.75781,0.672549,-0.826750E-01
1.76025,0.673483,0.407953
1.76270,0.674417,0.398412
1.76514,0.675352,0.290092
1.76758,0.676286,-0.601107E-01
1.77002,0.677220,0.608149
1.77246,0.678154,-0.419627
1.77490,0.679088,0.290844
1.77734,0.680022,0.290626E-01
1.77979,0.680956,0.210092E-01
1.78223,0.681890,0.228080
1.78467,0.682824,0.149989
1.78711,0.683758,0.163740
1.78955,0.684693,0.108238
1.79199,0.685627,0.104105E-01
1.79443,0.686561,0.339304E-01
1.79688,0.687495,-0.336891E-01
1.79932,0.688429,0.150817
1.80176,0.689363,0.285618
1.80420,0.690297,-0.135340
1.80664,0.691231,-0.105816
1.80908,0.692165,-0.137684
1.81152,0.693099,0.192648
1.81396,0.694033,0.606558
1.81641,0.694968,-0.129564
1.81885,0.695902,-0.404403E-01
1.82129,0.696836,0.225012
1.82373,0.697770,-0.239042E-01
1.82617,0.698704,0.767858
1.82861,0.699638,0.125751E-01
1.83105,0.700572,0.159792
1.83350,0.701506,0.148081
1.83594,0.702440,-0.111360
1.83838,0.703374,-0.302210
1.84082,0.704309,-0.158971
1.84326,0.705243,0.358870
1.84570,0.706177,0.781755E-01
1.84814,0.707111,0.405333E-01
1.85059,0.708045,0.284247E-01
1.85303,0.708979,0.178760
1.85547,0.709913,0.498285E-01
1.85791,0.710847,0.261112
1.86035,0.711781,-0.186357
1.86279,0.712715,-0.313863
1.86523,0.713649,0.649036E-01
1.86768,0.714584,0.662694E-01
1.87012,0.715518,0.103246
1.87256,0.716452,0.147380
1.87500,0.717386,0.638084E-01
1.87744,0.718320,-0.113364
1.87988,0.719254,-0.841118E-01
1.88232,0.720188,0.756349E-01
1.88477,0.721122,-0.179050
1.88721,0.722056,0.244101
1.88965,0.722990,0.692375E-01
1.89209,0.723925,0.155548
1.89453,0.724859,-0.833022E-01
1.89697,0.725793,0.301062E-01
1.89941,0.726727,0.250725
1.90186,0.727661,0.321995
1.90430,0.728595,0.820607E-01
1.90674,0.729529,-0.981484E-01
1.90918,0.730463,0.316925
1.91162,0.731397,-0.549147E-01
1.91406,0.732331,0.415798
1.91650,0.733266,0.649782
1.91895,0.734200,-0.384674E-01
1.92139,0.735134,0.372139
1.92383,0.736068,0.409133
1.92627,0.737002,0.386202
1.92871,0.737936,0.315959
1.93115,0.738870,0.499180
