Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 20.000
measuring_height_(z-d)_[m]_=_  1.966
wind_speed_[m+1s-1]_=_  5.182
averaging_interval_[min]_=_     10
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
0.192871,0.731954E-01,-0.321761
0.195312,0.741219E-01,0.357241
0.197754,0.750484E-01,-0.210664E-01
0.200195,0.759749E-01,0.551238
0.202637,0.769015E-01,0.945058E-01
0.205078,0.778280E-01,0.987130E-01
0.207520,0.787545E-01,0.653786
0.209961,0.796810E-01,-0.133116
0.212402,0.806076E-01,0.369365
0.214844,0.815341E-01,0.388982E-02
0.217285,0.824606E-01,0.657245
0.219727,0.833871E-01,0.209011
0.222168,0.843137E-01,1.10834
0.224609,0.852402E-01,0.780025E-01
0.227051,0.861667E-01,-0.136302
0.229492,0.870932E-01,-0.336626
0.231934,0.880197E-01,0.115421
0.234375,0.889463E-01,-0.985660E-01
0.236816,0.898728E-01,-0.902903E-01
0.239258,0.907993E-01,-0.142183E-01
0.241699,0.917258E-01,-0.297388
0.244141,0.926524E-01,0.176884
0.246582,0.935789E-01,0.340418
0.249023,0.945054E-01,0.673461E-01
0.251465,0.954319E-01,0.196794
0.253906,0.963585E-01,0.197565
0.256348,0.972850E-01,-0.571193E-01
0.258789,0.982115E-01,0.616716
0.261230,0.991380E-01,-0.160798
0.263672,0.100065,0.163838
0.266113,0.100991,0.274028
0.268555,0.101918,-0.297833E-01
0.270996,0.102844,0.239341
0.273438,0.103771,0.225989E-01
0.275879,0.104697,0.956403E-01
0.278320,0.105624,-0.424797E-01
0.280762,0.106550,0.237116
0.283203,0.107477,-0.104346E-01
0.285645,0.108403,-0.139362
0.288086,0.109330,0.558082
0.290527,0.110256,0.464504
0.292969,0.111183,0.222596
0.295410,0.112109,0.200647
0.297852,0.113036,0.535602E-01
0.300293,0.113962,-0.162040
0.302734,0.114889,-0.123022
0.305176,0.115815,0.264030
0.307617,0.116742,0.484351
0.310059,0.117669,0.413559
0.312500,0.118595,0.182734
0.314941,0.119522,0.261489
0.317383,0.120448,0.263579
0.319824,0.121375,-0.922877E-01
0.322266,0.122301,0.310689
0.324707,0.123228,0.595226
0.327148,0.124154,0.801933E-02
0.329590,0.125081,0.768792
0.332031,0.126007,0.228715
0.334473,0.126934,0.377698
0.336914,0.127860,0.604233
0.339355,0.128787,0.339503
0.341797,0.129713,-0.484032E-01
0.344238,0.130640,0.318365
0.346680,0.131566,-0.420605E-01
0.349121,0.132493,0.174234
0.351562,0.133419,0.119760
0.354004,0.134346,-0.446662E-01
0.356445,0.135272,-0.121973
0.358887,0.136199,0.274981
0.361328,0.137125,-0.174061E-01
0.363770,0.138052,0.306044
0.366211,0.138979,0.643436E-01
0.368652,0.139905,-0.250884
0.371094,0.140832,0.143266
0.373535,0.141758,-0.518390E-01
0.375977,0.142685,0.687384
0.378418,0.143611,0.810246
0.380859,0.144538,0.493177E-01
0.383301,0.145464,1.77681
0.385742,0.146391,0.418702E-02
0.388184,0.147317,-0.427469E-01
0.390625,0.148244,0.402846
0.393066,0.149170,0.783682
0.395508,0.150097,0.276280
0.397949,0.151023,0.446140E-01
0.400391,0.151950,0.563425
0.402832,0.152876,0.976644
0.405273,0.153803,-0.321045E-01
0.407715,0.154729,0.583768E-01
0.410156,0.155656,0.330506
0.412598,0.156582,0.787061
0.415039,0.157509,0.135118
0.417480,0.158436,1.79619
0.419922,0.159362,0.218210
0.422363,0.160289,1.56972
0.424805,0.161215,0.336711
0.427246,0.162142,0.696472
0.429688,0.163068,-0.151171
0.432129,0.163995,0.101466
0.434570,0.164921,0.266538
0.437012,0.165848,-0.826967E-01
0.439453,0.166774,0.228592
0.441895,0.167701,0.155129E-01
0.444336,0.168627,-0.337588E-01
0.446777,0.169554,0.962970
0.449219,0.170480,0.726880
0.451660,0.171407,0.692134
0.454102,0.172333,0.170472
0.456543,0.173260,0.661731
0.458984,0.174186,-0.568312E-01
0.461426,0.175113,0.288803
0.463867,0.176039,0.253649E-01
0.466309,0.176966,0.705907
0.468750,0.177893,0.411619
0.471191,0.178819,0.104693
0.473633,0.179746,0.551010
0.476074,0.180672,0.196809
0.478516,0.181599,0.410941
0.480957,0.182525,0.726605
0.483398,0.183452,-0.190053
0.485840,0.184378,0.126945
0.488281,0.185305,0.328615
0.490723,0.186231,0.207212
0.493164,0.187158,0.479725E-01
0.495605,0.188084,-0.160864
0.498047,0.189011,0.291439
0.500488,0.189937,0.333535
0.502930,0.190864,-0.713434E-01
0.505371,0.191790,-0.722170
0.507812,0.192717,1.38847
0.510254,0.193643,0.639061
0.512695,0.194570,0.245452
0.515137,0.195496,0.606576
0.517578,0.196423,-0.117407
0.520020,0.197350,0.720991
0.522461,0.198276,0.698435
0.524902,0.199203,0.851799E-01
0.527344,0.200129,-0.158582
0.529785,0.201056,0.416892
0.532227,0.201982,0.636681
0.534668,0.202909,0.192901
0.537109,0.203835,0.388350
0.539551,0.204762,0.240398
0.541992,0.205688,-0.421194
0.544434,0.206615,0.680998E-01
0.546875,0.207541,0.880865E-01
0.549316,0.208468,0.648241E-02
0.551758,0.209394,-0.141790
0.554199,0.210321,0.784914E-01
0.556641,0.211247,-0.425743
0.559082,0.212174,0.946015
0.561523,0.213100,-0.226206
0.563965,0.214027,0.410108E-02
0.566406,0.214953,0.216446
0.568848,0.215880,0.606859
0.571289,0.216807,0.655378
0.573730,0.217733,-0.500684E-02
0.576172,0.218660,0.304840
0.578613,0.219586,0.275242E-01
0.581055,0.220513,0.480640
0.583496,0.221439,0.351167
0.585938,0.222366,0.282943
0.588379,0.223292,1.07151
0.590820,0.224219,0.799816
0.593262,0.225145,0.365500E-01
0.595703,0.226072,-0.185529E-01
0.598145,0.226998,0.943434
0.600586,0.227925,0.155470
0.603027,0.228851,0.519709
0.605469,0.229778,0.291940E-01
0.607910,0.230704,0.232602
0.610352,0.231631,0.936829
0.612793,0.232557,0.317368
0.615234,0.233484,-0.801262E-01
0.617676,0.234410,0.743865
0.620117,0.235337,0.141563
0.622559,0.236264,0.378207E-02
0.625000,0.237190,0.216550
0.627441,0.238117,0.846965
0.629883,0.239043,1.70100
0.632324,0.239970,-0.265607
0.634766,0.240896,-0.351073E-01
0.637207,0.241823,0.283528
0.639648,0.242749,0.510047E-02
0.642090,0.243676,0.272174
0.644531,0.244602,0.624497
0.646973,0.245529,0.417735
0.649414,0.246455,-0.189194E-01
0.651855,0.247382,1.71314
0.654297,0.248308,0.432352
0.656738,0.249235,0.275367
0.659180,0.250161,0.331610
0.661621,0.251088,-0.147571
0.664062,0.252014,-0.439997
0.666504,0.252941,0.159269E-01
0.668945,0.253867,-0.992360E-01
0.671387,0.254794,0.105601
0.673828,0.255721,0.694721
0.676270,0.256647,0.128316
0.678711,0.257574,1.51682
0.681152,0.258500,1.48775
0.683594,0.259427,0.355010
0.686035,0.260353,-0.803772E-01
0.688477,0.261280,0.133212
0.690918,0.262206,-1.16769
0.693359,0.263133,-0.146482
0.695801,0.264059,0.815854
0.698242,0.264986,0.264110
0.700684,0.265912,0.348565E-01
0.703125,0.266839,0.261997
0.705566,0.267765,0.646114
0.708008,0.268692,-0.597007
0.710449,0.269618,0.593527E-01
0.712891,0.270545,0.152933
0.715332,0.271471,0.446280E-01
0.717773,0.272398,0.920895
0.720215,0.273324,0.214619
0.722656,0.274251,1.13120
0.725098,0.275178,0.156157
0.727539,0.276104,0.996051E-01
0.729980,0.277031,-0.247811E-01
0.732422,0.277957,-0.174590
0.734863,0.278884,-0.153023
0.737305,0.279810,0.336543
0.739746,0.280737,0.191419
0.742188,0.281663,0.737449
0.744629,0.282590,0.942332
0.747070,0.283516,0.268072
0.749512,0.284443,0.830226
0.751953,0.285369,-0.212199
0.754395,0.286296,0.287965
0.756836,0.287222,0.459779E-01
0.759277,0.288149,-0.948576E-01
0.761719,0.289075,-0.139320E-01
0.764160,0.290002,0.293104
0.766602,0.290928,0.856238E-01
0.769043,0.291855,0.973145
0.771484,0.292781,0.763822E-01
0.773926,0.293708,0.332502
0.776367,0.294635,0.704266E-01
0.778809,0.295561,0.733576
0.781250,0.296488,0.292913
0.783691,0.297414,-0.278400
0.786133,0.298341,0.646066
0.788574,0.299267,-0.269586
0.791016,0.300194,0.889436E-01
0.793457,0.301120,0.138169
0.795898,0.302047,-0.451850E-01
0.798340,0.302973,-0.839968E-01
0.800781,0.303900,-0.788877
0.803223,0.304826,0.390596E-01
0.805664,0.305753,0.155463
0.808105,0.306679,0.437301
0.810547,0.307606,0.575311E-01
0.812988,0.308532,-0.713394E-01
0.815430,0.309459,-0.181495
0.817871,0.310385,0.554816
0.820312,0.311312,-0.859679E-01
0.822754,0.312238,-0.165258
0.825195,0.313165,0.237663
0.827637,0.314092,-0.339439
0.830078,0.315018,-0.247527
0.832520,0.315945,-0.422955
0.834961,0.316871,-0.953184E-01
0.837402,0.317798,-0.288598E-01
0.839844,0.318724,1.26893
0.842285,0.319651,0.358160
0.844727,0.320577,0.385029
0.847168,0.321504,0.290828
0.849609,0.322430,0.133018
0.852051,0.323357,0.207352
0.854492,0.324283,0.446865
0.856934,0.325210,0.187851
0.859375,0.326136,0.463168E-01
0.861816,0.327063,0.256937
0.864258,0.327989,0.129430
0.866699,0.328916,0.155334E-01
0.869141,0.329842,-0.912833E-02
0.871582,0.330769,0.450525E-01
0.874023,0.331695,-0.849580E-01
0.876465,0.332622,0.705339E-02
0.878906,0.333549,0.171344
0.881348,0.334475,0.209962
0.883789,0.335402,0.281378
0.886230,0.336328,0.728609
0.888672,0.337255,0.325632E-01
0.891113,0.338181,0.835061
0.893555,0.339108,0.164179
0.895996,0.340034,0.111052
0.898438,0.340961,-0.126022
0.900879,0.341887,-0.109344
0.903320,0.342814,0.152898
0.905762,0.343740,-0.235680E-01
0.908203,0.344667,-0.189621
0.910645,0.345593,0.485528
0.913086,0.346520,-0.229433
0.915527,0.347446,0.379525
0.917969,0.348373,0.242712
0.920410,0.349299,-0.309635
0.922852,0.350226,0.178465
0.925293,0.351152,-0.240961E-01
0.927734,0.352079,-0.729069E-01
0.930176,0.353006,0.197922
0.932617,0.353932,1.18470
0.935059,0.354859,-0.151044
0.937500,0.355785,-0.689553E-01
0.939941,0.356712,0.210309
0.942383,0.357638,-0.424094E-01
0.944824,0.358565,0.141168
0.947266,0.359491,-0.208661
0.949707,0.360418,0.913137E-01
0.952148,0.361344,0.885655E-01
0.954590,0.362271,0.536970
0.957031,0.363197,-0.814126E-01
0.959473,0.364124,0.516314E-01
0.961914,0.365050,0.443480E-01
0.964355,0.365977,0.497013
0.966797,0.366903,0.412917
0.969238,0.367830,0.801242E-01
0.971680,0.368756,0.108092
0.974121,0.369683,0.736955
0.976562,0.370609,0.449343E-01
0.979004,0.371536,0.107460
0.981445,0.372463,0.113294
0.983887,0.373389,-0.338057
0.986328,0.374316,-0.100524
0.988770,0.375242,-0.241936E-01
0.991211,0.376169,0.255124
0.993652,0.377095,1.15468
0.996094,0.378022,0.555580
0.998535,0.378948,0.120688
1.00098,0.379875,0.258564E-02
1.00342,0.380801,0.241243
1.00586,0.381728,0.165440
1.00830,0.382654,-0.196443E-01
1.01074,0.383581,-0.138519
1.01318,0.384507,1.37851
1.01562,0.385434,-0.101091E-01
1.01807,0.386360,0.551246
1.02051,0.387287,0.696874E-01
1.02295,0.388213,0.230352
1.02539,0.389140,0.538677E-02
1.02783,0.390066,0.129798
1.03027,0.390993,0.694091E-01
1.03271,0.391920,1.14287
1.03516,0.392846,0.133304
1.03760,0.393773,-0.871497E-01
1.04004,0.394699,0.405889
1.04248,0.395626,-0.285015
1.04492,0.396552,0.669429
1.04736,0.397479,-0.694731E-01
1.04980,0.398405,0.422383
1.05225,0.399332,0.120955
1.05469,0.400258,0.847812E-01
1.05713,0.401185,0.180092
1.05957,0.402111,0.187710E-01
1.06201,0.403038,0.592135E-01
1.06445,0.403964,0.177080E-01
1.06689,0.404891,-0.846707E-01
1.06934,0.405817,0.217433
1.07178,0.406744,0.214409
1.07422,0.407670,-0.102295
1.07666,0.408597,0.710942E-02
1.07910,0.409523,0.416850
1.08154,0.410450,0.709598E-02
1.08398,0.411376,0.347512E-01
1.08643,0.412303,0.438888
1.08887,0.413230,1.49345
1.09131,0.414156,-0.526382E-01
1.09375,0.415083,-0.190613E-02
1.09619,0.416009,0.352680
1.09863,0.416936,0.322606
1.10107,0.417862,0.261544
1.10352,0.418789,0.141266
1.10596,0.419715,-0.205086
1.10840,0.420642,-0.320667
1.11084,0.421568,0.151042
1.11328,0.422495,0.702219E-01
1.11572,0.423421,0.169108
1.11816,0.424348,-0.668934E-01
1.12061,0.425274,-0.933435E-01
1.12305,0.426201,0.130153
1.12549,0.427127,0.827247E-01
1.12793,0.428054,-0.579170E-01
1.13037,0.428980,0.211725E-01
1.13281,0.429907,0.887359
1.13525,0.430833,0.651676
1.13770,0.431760,0.131991
1.14014,0.432687,0.225611
1.14258,0.433613,0.284982
1.14502,0.434540,0.777118
1.14746,0.435466,0.208355E-01
1.14990,0.436393,0.879583
1.15234,0.437319,0.316670
1.15479,0.438246,0.407561E-01
1.15723,0.439172,-0.747166
1.15967,0.440099,-0.259450E-01
1.16211,0.441025,0.931834E-01
1.16455,0.441952,0.236232
1.16699,0.442878,0.450633E-01
1.16943,0.443805,0.209019
1.17188,0.444731,0.121080
1.17432,0.445658,0.383806
1.17676,0.446584,0.500029
1.17920,0.447511,-0.214105E-01
1.18164,0.448437,0.657281E-01
1.18408,0.449364,-0.125645E-01
1.18652,0.450290,0.127429
1.18896,0.451217,0.178235
1.19141,0.452144,-0.548788E-01
1.19385,0.453070,0.125795E-01
1.19629,0.453997,0.280583E-01
1.19873,0.454923,0.882618
1.20117,0.455850,-0.746704E-01
1.20361,0.456776,0.766289E-01
1.20605,0.457703,0.533953E-01
1.20850,0.458629,0.491153
1.21094,0.459556,0.187991
1.21338,0.460482,0.188710
1.21582,0.461409,0.287276
1.21826,0.462335,0.243285
1.22070,0.463262,-0.721974E-01
1.22314,0.464188,-0.296399E-01
1.22559,0.465115,0.239756
1.22803,0.466041,1.15471
1.23047,0.466968,0.753455
1.23291,0.467894,0.347132
1.23535,0.468821,-0.229659E-01
1.23779,0.469747,-0.106764E-01
1.24023,0.470674,-0.990340E-01
1.24268,0.471601,0.553553
1.24512,0.472527,-0.254835
1.24756,0.473454,-0.135694
1.25000,0.474380,0.115582
1.25244,0.475307,0.398039E-01
1.25488,0.476233,0.711044
1.25732,0.477160,0.109169
1.25977,0.478086,0.756803
1.26221,0.479013,-0.618028E-01
1.26465,0.479939,-0.151109E-01
1.26709,0.480866,0.154389
1.26953,0.481792,0.184939
1.27197,0.482719,-0.171418
1.27441,0.483645,-0.265805
1.27686,0.484572,0.161042
1.27930,0.485498,1.03233
1.28174,0.486425,0.794043E-01
1.28418,0.487351,0.423803
1.28662,0.488278,0.137675E-01
1.28906,0.489204,0.278190
1.29150,0.490131,0.235304
1.29395,0.491058,0.723255
1.29639,0.491984,0.998595
1.29883,0.492911,0.371056E-01
1.30127,0.493837,-0.574945
1.30371,0.494764,0.128185
1.30615,0.495690,0.535924
1.30859,0.496617,0.253196
1.31104,0.497543,0.474071
1.31348,0.498470,0.471640
1.31592,0.499396,0.605597
1.31836,0.500323,-0.403835
1.32080,0.501249,0.233173
1.32324,0.502176,0.363267
1.32568,0.503102,0.662212
1.32812,0.504029,0.779931E-01
1.33057,0.504955,0.963229E-01
1.33301,0.505882,0.449469E-01
1.33545,0.506808,0.320496
1.33789,0.507735,0.154981
1.34033,0.508661,0.528198E-01
1.34277,0.509588,0.412223E-01
1.34521,0.510515,0.107739
1.34766,0.511441,-0.143340E-01
1.35010,0.512368,0.243944E-01
1.35254,0.513294,0.446978
1.35498,0.514221,0.924011
1.35742,0.515147,0.149464E-01
1.35986,0.516074,0.132822
1.36230,0.517000,-0.526314E-01
1.36475,0.517927,0.128889
1.36719,0.518853,-0.160042E-01
1.36963,0.519780,-0.464781
1.37207,0.520706,-0.182746E-01
1.37451,0.521633,0.182151E-01
1.37695,0.522559,0.241512
1.37939,0.523486,0.464354
1.38184,0.524412,-0.163842
1.38428,0.525339,0.120258
1.38672,0.526265,-0.333423E-01
1.38916,0.527192,0.169105
1.39160,0.528118,0.101920E-01
1.39404,0.529045,0.463012E-01
1.39648,0.529972,0.843401
1.39893,0.530898,-0.173056E-01
1.40137,0.531825,-0.686752
1.40381,0.532751,0.480658
1.40625,0.533678,-0.832653E-02
1.40869,0.534604,0.275721
1.41113,0.535531,0.169199
1.41357,0.536457,0.197447
1.41602,0.537384,0.161714
1.41846,0.538310,0.452687
1.42090,0.539237,0.169300
1.42334,0.540163,-0.117221
1.42578,0.541090,0.215682
1.42822,0.542016,0.299112
1.43066,0.542943,-0.274544E-01
1.43311,0.543869,0.113912
1.43555,0.544796,0.674985E-01
1.43799,0.545722,-0.189125
1.44043,0.546649,0.335248
1.44287,0.547575,-0.127961
1.44531,0.548502,0.323745E-01
1.44775,0.549429,-0.274605
1.45020,0.550355,-0.563185E-01
1.45264,0.551282,0.308331
1.45508,0.552208,-0.347722
1.45752,0.553135,0.153289E-01
1.45996,0.554061,1.06405
1.46240,0.554988,0.686581E-01
1.46484,0.555914,-0.947991E-01
1.46729,0.556841,0.360698
1.46973,0.557767,-0.258652
1.47217,0.558694,0.323481E-01
1.47461,0.559620,0.366208
1.47705,0.560547,0.217250
1.47949,0.561473,0.809565
1.48193,0.562400,-0.198455E-01
1.48438,0.563326,0.131366
1.48682,0.564253,-0.236338E-01
1.48926,0.565179,-0.151724E-02
1.49170,0.566106,-0.254058
1.49414,0.567032,0.126055
1.49658,0.567959,0.165768
1.49902,0.568886,0.154476
1.50146,0.569812,0.216700
1.50391,0.570739,0.549456
1.50635,0.571665,-0.152701
1.50879,0.572592,0.261150
1.51123,0.573518,0.251640E-01
1.51367,0.574445,0.438800
1.51611,0.575371,-0.153267
1.51855,0.576298,-0.134622
1.52100,0.577224,0.112729
1.52344,0.578151,0.215353
1.52588,0.579077,0.154717
1.52832,0.580004,0.273976
1.53076,0.580930,0.801856
1.53320,0.581857,0.341704
1.53564,0.582783,0.600766E-01
1.53809,0.583710,0.826923
1.54053,0.584636,0.892851E-01
1.54297,0.585563,0.775468
1.54541,0.586489,0.443775
1.54785,0.587416,1.28914
1.55029,0.588343,-0.157760
1.55273,0.589269,0.597080E-02
1.55518,0.590196,0.443371
1.55762,0.591122,0.868891
1.56006,0.592049,-0.962328E-01
1.56250,0.592975,-0.251251E-02
1.56494,0.593902,0.333696
1.56738,0.594828,0.705403
1.56982,0.595755,-0.104058
1.57227,0.596681,-0.227584
1.57471,0.597608,-0.401869E-01
1.57715,0.598534,-0.532920E-02
1.57959,0.599461,0.622097
1.58203,0.600387,0.306374
1.58447,0.601314,0.502637
1.58691,0.602240,0.297122E-01
1.58936,0.603167,0.119844
1.59180,0.604093,0.555142E-01
1.59424,0.605020,0.499725E-01
1.59668,0.605946,-0.143389E-01
1.59912,0.606873,0.224477E-01
1.60156,0.607800,-0.109656
1.60400,0.608726,-0.213254E-02
1.60645,0.609653,-0.243183E-01
1.60889,0.610579,0.981780E-02
1.61133,0.611506,-0.122604
1.61377,0.612432,0.506082
1.61621,0.613359,-0.594276E-01
1.61865,0.614285,-0.146906
1.62109,0.615212,0.255454
1.62354,0.616138,0.525627E-01
1.62598,0.617065,0.718514
1.62842,0.617991,0.264127
1.63086,0.618918,0.342486E-01
1.63330,0.619844,0.729455
1.63574,0.620771,0.501832
1.63818,0.621697,0.225170
1.64062,0.622624,0.555201
1.64307,0.623550,0.185459
1.64551,0.624477,-0.102479
1.64795,0.625403,0.413296
1.65039,0.626330,0.434001
1.65283,0.627257,0.478639E-01
1.65527,0.628183,0.583355
1.65771,0.629110,-0.102879
1.66016,0.630036,0.276675
1.66260,0.630963,-0.116680
1.66504,0.631889,0.305339
1.66748,0.632816,0.792226
1.66992,0.633742,1.52122
1.67236,0.634669,0.217879
1.67480,0.635595,0.728716E-01
1.67725,0.636522,0.243691
1.67969,0.637448,0.271216
1.68213,0.638375,0.368345E-01
1.68457,0.639301,0.169342E-01
1.68701,0.640228,0.162264
1.68945,0.641154,-0.142448E-02
1.69189,0.642081,0.959936E-01
1.69434,0.643007,-0.544487E-01
1.69678,0.643934,-0.603529E-01
1.69922,0.644860,-0.133168
1.70166,0.645787,0.572498E-01
1.70410,0.646714,0.176496
1.70654,0.647640,0.197903E-01
1.70898,0.648567,0.500530
1.71143,0.649493,0.698154
1.71387,0.650420,0.242199
1.71631,0.651346,1.00307
1.71875,0.652273,0.169656
1.72119,0.653199,1.75310
1.72363,0.654126,-0.590199E-01
1.72607,0.655052,0.274110E-01
1.72852,0.655979,0.292810
1.73096,0.656905,-0.131511
1.73340,0.657832,0.120527
1.73584,0.658758,0.100076E-01
1.73828,0.659685,0.367528
1.74072,0.660611,-0.840741E-01
1.74316,0.661538,1.01560
1.74561,0.662464,0.135538
1.74805,0.663391,0.100760
1.75049,0.664317,0.359739
1.75293,0.665244,-0.133304
1.75537,0.666171,0.455480
1.75781,0.667097,-0.198726E-01
1.76025,0.668024,0.106841
1.76270,0.668950,0.484080E-01
1.76514,0.669877,0.319745
1.76758,0.670803,-0.307456E-01
1.77002,0.671730,-0.863068
1.77246,0.672656,-0.418771E-01
1.77490,0.673583,0.209759E-02
1.77734,0.674509,-0.115307
1.77979,0.675436,-0.233348E-01
1.78223,0.676362,0.242536
1.78467,0.677289,0.104617
1.78711,0.678215,0.258797E-01
1.78955,0.679142,-0.146672
1.79199,0.680068,0.131421
1.79443,0.680995,-0.501306E-01
1.79688,0.681921,-0.346505E-01
1.79932,0.682848,-0.177296E-01
1.80176,0.683774,0.490632
1.80420,0.684701,-0.140484E-01
1.80664,0.685627,0.393311E-01
1.80908,0.686554,0.168060
1.81152,0.687481,-0.251895E-02
1.81396,0.688407,-0.315142E-01
1.81641,0.689334,0.117415
1.81885,0.690260,0.259828
1.82129,0.691187,0.264542
1.82373,0.692113,0.468717E-02
1.82617,0.693040,-0.117571E-01
1.82861,0.693966,-0.658224E-01
1.83105,0.694893,0.353188E-02
1.83350,0.695819,0.282013
1.83594,0.696746,-0.219125E-01
1.83838,0.697672,0.251209E-01
1.84082,0.698599,0.338607
1.84326,0.699525,0.153167
1.84570,0.700452,0.465818
1.84814,0.701378,0.582871E-01
1.85059,0.702305,-0.757450E-01
1.85303,0.703231,0.346978
1.85547,0.704158,-0.372993E-01
1.85791,0.705084,0.919808E-01
1.86035,0.706011,0.147170
1.86279,0.706938,-0.116622
1.86523,0.707864,-0.154068
1.86768,0.708791,0.472031
1.87012,0.709717,0.123851
1.87256,0.710644,-0.110128E-01
1.87500,0.711570,0.160564
1.87744,0.712497,-0.124541
1.87988,0.713423,-0.585492E-01
1.88232,0.714350,0.454454E-01
1.88477,0.715276,0.112044
1.88721,0.716203,-0.238306
1.88965,0.717129,0.881636
1.89209,0.718056,0.189250
1.89453,0.718982,0.307249
1.89697,0.719909,-0.392961E-02
1.89941,0.720835,-0.103738
1.90186,0.721762,0.299021
1.90430,0.722688,-0.263330
1.90674,0.723615,-0.585202E-01
1.90918,0.724541,0.133663
1.91162,0.725468,0.578359
1.91406,0.726395,0.485753
1.91650,0.727321,-0.516842E-01
1.91895,0.728248,0.527227E-01
1.92139,0.729174,-0.417372E-01
1.92383,0.730101,0.235067
1.92627,0.731027,-0.970339E-01
1.92871,0.731954,-0.435633E-01
1.93115,0.732880,0.563986
1.93359,0.733807,0.438758
1.93604,0.734733,-0.483799
