Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 20.000
measuring_height_(z-d)_[m]_=_  1.966
wind_speed_[m+1s-1]_=_  4.805
averaging_interval_[min]_=_     10
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
0.388184,0.158857,0.260351
0.390625,0.159856,0.189387
0.393066,0.160855,0.258800E-01
0.395508,0.161854,0.329486E-01
0.397949,0.162854,0.351914
0.400391,0.163853,0.220821
0.402832,0.164852,0.161044
0.405273,0.165851,0.136183
0.407715,0.166850,0.170376
0.410156,0.167849,0.178079E-01
0.412598,0.168848,-0.121230E-01
0.415039,0.169847,0.966355E-01
0.417480,0.170846,0.908891
0.419922,0.171845,0.538164E-01
0.422363,0.172845,0.190872
0.424805,0.173844,0.805195
0.427246,0.174843,0.897507E-01
0.429688,0.175842,0.160798
0.432129,0.176841,0.623833
0.434570,0.177840,0.422738E-01
0.437012,0.178839,0.540140
0.439453,0.179838,0.493482E-01
0.441895,0.180837,0.185804
0.444336,0.181836,0.657257
0.446777,0.182836,0.180418
0.449219,0.183835,0.336464
0.451660,0.184834,-0.345139
0.454102,0.185833,0.325032
0.456543,0.186832,0.144337
0.458984,0.187831,0.177264
0.461426,0.188830,0.318966
0.463867,0.189829,-0.317813E-01
0.466309,0.190828,0.201996
0.468750,0.191827,0.961177E-01
0.471191,0.192827,0.120895
0.473633,0.193826,0.414066E-01
0.476074,0.194825,-0.769923E-01
0.478516,0.195824,-0.953780E-02
0.480957,0.196823,0.253534
0.483398,0.197822,0.443729E-01
0.485840,0.198821,0.200314
0.488281,0.199820,0.503539
0.490723,0.200819,0.152565
0.493164,0.201819,-0.459751E-01
0.495605,0.202818,0.756194
0.498047,0.203817,0.190336
0.500488,0.204816,0.462182E-01
0.502930,0.205815,0.150337
0.505371,0.206814,0.995952E-02
0.507812,0.207813,0.949216E-01
0.510254,0.208812,0.515035
0.512695,0.209811,0.127326
0.515137,0.210810,-0.177394
0.517578,0.211810,0.365510E-01
0.520020,0.212809,0.307981
0.522461,0.213808,-0.230614
0.524902,0.214807,0.583061
0.527344,0.215806,-0.305499
0.529785,0.216805,-0.496858E-01
0.532227,0.217804,0.327961
0.534668,0.218803,0.962746E-01
0.537109,0.219802,0.170659
0.539551,0.220801,0.289662
0.541992,0.221801,-0.358257E-02
0.544434,0.222800,-0.147630
0.546875,0.223799,-0.120180E-01
0.549316,0.224798,-0.283763E-01
0.551758,0.225797,0.374850
0.554199,0.226796,0.895539E-02
0.556641,0.227795,-0.563559E-01
0.559082,0.228794,0.351571E-01
0.561523,0.229793,0.241708E-01
0.563965,0.230792,0.436335
0.566406,0.231792,0.138126
0.568848,0.232791,-0.302124E-01
0.571289,0.233790,0.671983E-01
0.573730,0.234789,-0.691019E-01
0.576172,0.235788,0.276498
0.578613,0.236787,0.186337
0.581055,0.237786,0.821809
0.583496,0.238785,0.108933
0.585938,0.239784,0.126208
0.588379,0.240783,0.226413
0.590820,0.241783,0.248145E-01
0.593262,0.242782,0.305190
0.595703,0.243781,0.148458
0.598145,0.244780,0.928375E-01
0.600586,0.245779,0.118899
0.603027,0.246778,-0.134225E-01
0.605469,0.247777,0.276807
0.607910,0.248776,0.387736
0.610352,0.249775,0.193484
0.612793,0.250774,0.569238
0.615234,0.251774,0.990357
0.617676,0.252773,0.890370E-01
0.620117,0.253772,-0.837539E-01
0.622559,0.254771,0.929775E-01
0.625000,0.255770,0.272289E-01
0.627441,0.256769,-0.489191E-01
0.629883,0.257768,0.115163
0.632324,0.258767,0.955534E-01
0.634766,0.259766,0.613231
0.637207,0.260765,-0.976428E-01
0.639648,0.261765,0.273621E-01
0.642090,0.262764,0.949805E-01
0.644531,0.263763,0.518964
0.646973,0.264762,0.151200
0.649414,0.265761,0.656908E-01
0.651855,0.266760,0.172311
0.654297,0.267759,-0.136157E-01
0.656738,0.268758,0.189204
0.659180,0.269757,0.363454
0.661621,0.270757,0.130963
0.664062,0.271756,0.380652E-01
0.666504,0.272755,0.354877
0.668945,0.273754,-0.628363E-02
0.671387,0.274753,0.878143
0.673828,0.275752,-0.830209E-02
0.676270,0.276751,-0.653350E-01
0.678711,0.277750,0.436908
0.681152,0.278749,-0.644445E-01
0.683594,0.279748,0.398892E-01
0.686035,0.280748,-0.864727E-01
0.688477,0.281747,0.376141
0.690918,0.282746,0.281222
0.693359,0.283745,0.149152
0.695801,0.284744,-0.202736E-01
0.698242,0.285743,0.104197E-01
0.700684,0.286742,0.131062E-01
0.703125,0.287741,0.589598E-01
0.705566,0.288740,0.507456
0.708008,0.289739,0.274812
0.710449,0.290739,-0.486232E-01
0.712891,0.291738,0.138795
0.715332,0.292737,0.109422
0.717773,0.293736,0.290100
0.720215,0.294735,0.269605
0.722656,0.295734,-0.176667
0.725098,0.296733,0.422136
0.727539,0.297732,0.144004
0.729980,0.298731,0.492567
0.732422,0.299730,-0.507623E-01
0.734863,0.300730,0.412157E-01
0.737305,0.301729,-0.317055E-02
0.739746,0.302728,0.280163E-01
0.742188,0.303727,-0.113209
0.744629,0.304726,-0.223871
0.747070,0.305725,-0.431487E-01
0.749512,0.306724,-0.164065
0.751953,0.307723,0.923089E-01
0.754395,0.308722,0.280049
0.756836,0.309721,0.613546
0.759277,0.310721,0.149284
0.761719,0.311720,0.163770E-01
0.764160,0.312719,-0.683946E-01
0.766602,0.313718,0.473268
0.769043,0.314717,0.869030E-02
0.771484,0.315716,0.454203E-01
0.773926,0.316715,0.214025E-01
0.776367,0.317714,0.328532
0.778809,0.318713,0.454475E-01
0.781250,0.319712,-0.102376
0.783691,0.320712,0.627819E-01
0.786133,0.321711,0.152123
0.788574,0.322710,0.187449
0.791016,0.323709,0.750997
0.793457,0.324708,-0.114772
0.795898,0.325707,-0.207675E-01
0.798340,0.326706,0.557478E-02
0.800781,0.327705,-0.545154E-01
0.803223,0.328704,0.899806E-02
0.805664,0.329703,-0.900067
0.808105,0.330703,0.278258E-01
0.810547,0.331702,1.46302
0.812988,0.332701,0.212452
0.815430,0.333700,0.425290E-01
0.817871,0.334699,0.814834E-01
0.820312,0.335698,0.529801
0.822754,0.336697,0.226902
0.825195,0.337696,-0.243639E-01
0.827637,0.338695,0.188118
0.830078,0.339695,0.247403E-01
0.832520,0.340694,0.120630
0.834961,0.341693,-0.907479E-01
0.837402,0.342692,-0.307577E-01
0.839844,0.343691,0.190749
0.842285,0.344690,0.385288
0.844727,0.345689,0.790305E-01
0.847168,0.346688,0.576836E-01
0.849609,0.347687,0.456568
0.852051,0.348686,1.21663
0.854492,0.349686,0.225425
0.856934,0.350685,1.02688
0.859375,0.351684,0.425020
0.861816,0.352683,0.190256
0.864258,0.353682,-0.296739E-01
0.866699,0.354681,0.959776E-01
0.869141,0.355680,-0.891773E-01
0.871582,0.356679,0.686985
0.874023,0.357678,-0.116363
0.876465,0.358677,-0.280217E-01
0.878906,0.359677,0.365877
0.881348,0.360676,-0.828435E-01
0.883789,0.361675,0.126493
0.886230,0.362674,0.578881E-01
0.888672,0.363673,0.288230
0.891113,0.364672,0.727098E-01
0.893555,0.365671,-0.127460
0.895996,0.366670,0.538949
0.898438,0.367669,0.433562
0.900879,0.368668,0.356679
0.903320,0.369668,0.603619E-01
0.905762,0.370667,0.295013
0.908203,0.371666,-0.497287E-02
0.910645,0.372665,0.957861
0.913086,0.373664,-0.566317E-01
0.915527,0.374663,-0.105097
0.917969,0.375662,0.197887
0.920410,0.376661,-0.211406E-01
0.922852,0.377660,-0.118747
0.925293,0.378659,-0.256337E-01
0.927734,0.379659,0.719213E-01
0.930176,0.380658,0.270928E-01
0.932617,0.381657,0.146626
0.935059,0.382656,-0.133745
0.937500,0.383655,0.833797E-01
0.939941,0.384654,-0.166870E-01
0.942383,0.385653,0.906275
0.944824,0.386652,-0.649725E-01
0.947266,0.387651,0.126099
0.949707,0.388650,0.236588
0.952148,0.389650,0.318372
0.954590,0.390649,0.936797E-01
0.957031,0.391648,0.882707E-01
0.959473,0.392647,-0.624216E-01
0.961914,0.393646,-0.260994E-03
0.964355,0.394645,-0.467130E-01
0.966797,0.395644,-0.520557E-01
0.969238,0.396643,0.669187E-02
0.971680,0.397642,0.308029E-02
0.974121,0.398642,0.131384
0.976562,0.399641,0.315478E-01
0.979004,0.400640,-0.121826
0.981445,0.401639,0.428134E-01
0.983887,0.402638,-0.374835E-02
0.986328,0.403637,0.314678
0.988770,0.404636,0.597276
0.991211,0.405635,-0.164792
0.993652,0.406634,0.145815
0.996094,0.407633,1.25987
0.998535,0.408633,0.487626
1.00098,0.409632,0.123931
1.00342,0.410631,0.556204
1.00586,0.411630,-0.529511E-01
1.00830,0.412629,-0.116726E-01
1.01074,0.413628,-0.408516E-01
1.01318,0.414627,0.184930
1.01562,0.415626,0.457061
1.01807,0.416625,0.635595E-01
1.02051,0.417624,0.165335
1.02295,0.418624,-0.215334
1.02539,0.419623,0.218889
1.02783,0.420622,0.174599
1.03027,0.421621,-0.247991E-01
1.03271,0.422620,0.911916E-01
1.03516,0.423619,0.147959
1.03760,0.424618,-0.111825
1.04004,0.425617,0.128237
1.04248,0.426616,0.691311
1.04492,0.427615,0.447311
1.04736,0.428615,0.776322
1.04980,0.429614,0.162520
1.05225,0.430613,0.319498
1.05469,0.431612,-0.224605E-01
1.05713,0.432611,1.90930
1.05957,0.433610,0.566666
1.06201,0.434609,0.296174
1.06445,0.435608,0.843100E-01
1.06689,0.436607,0.707192E-01
1.06934,0.437606,-0.250713
1.07178,0.438606,0.129154
1.07422,0.439605,0.155424
1.07666,0.440604,0.102018E-01
1.07910,0.441603,0.580323
1.08154,0.442602,0.909908E-01
1.08398,0.443601,0.656471E-01
1.08643,0.444600,1.07653
1.08887,0.445599,0.248452
1.09131,0.446598,0.704693
1.09375,0.447597,-0.147191E-01
1.09619,0.448597,0.815134
1.09863,0.449596,-0.104746
1.10107,0.450595,0.136693
1.10352,0.451594,-0.207294E-01
1.10596,0.452593,0.608041E-01
1.10840,0.453592,-0.107823
1.11084,0.454591,0.169489
1.11328,0.455590,0.206555E-01
1.11572,0.456589,0.732762E-01
1.11816,0.457588,0.873245E-01
1.12061,0.458588,-0.458604E-01
1.12305,0.459587,0.814528E-02
1.12549,0.460586,0.239018E-01
1.12793,0.461585,-0.129226
1.13037,0.462584,0.280157E-01
1.13281,0.463583,0.266378
1.13525,0.464582,0.840600E-01
1.13770,0.465581,0.477426
1.14014,0.466580,0.486493
1.14258,0.467580,-0.183143
1.14502,0.468579,0.784801E-01
1.14746,0.469578,0.123484
1.14990,0.470577,0.477287E-02
1.15234,0.471576,0.368533
1.15479,0.472575,0.146470
1.15723,0.473574,0.437198E-02
1.15967,0.474573,0.360677
1.16211,0.475572,0.266242
1.16455,0.476571,-0.951868E-01
1.16699,0.477571,0.463890
1.16943,0.478570,-0.599757E-01
1.17188,0.479569,-0.654896E-01
1.17432,0.480568,0.941052E-01
1.17676,0.481567,0.651926
1.17920,0.482566,0.485446
1.18164,0.483565,0.230527
1.18408,0.484564,0.390708
1.18652,0.485563,0.123856
1.18896,0.486562,0.323507
1.19141,0.487562,0.466441
1.19385,0.488561,-0.382967E-01
1.19629,0.489560,-0.661431E-03
1.19873,0.490559,0.689748
1.20117,0.491558,0.972427E-01
1.20361,0.492557,0.212854
1.20605,0.493556,-0.449884E-01
1.20850,0.494555,-0.385993E-01
1.21094,0.495554,0.283300
1.21338,0.496553,0.232357
1.21582,0.497553,-0.313443E-01
1.21826,0.498552,0.206243
1.22070,0.499551,0.229860
1.22314,0.500550,0.929760
1.22559,0.501549,0.173246
1.22803,0.502548,-0.436018E-01
1.23047,0.503547,-0.685155E-01
1.23291,0.504546,0.350084
1.23535,0.505545,0.332104
1.23779,0.506544,-0.461169E-01
1.24023,0.507544,1.66034
1.24268,0.508543,-0.404750E-01
1.24512,0.509542,0.241231
1.24756,0.510541,0.183421
1.25000,0.511540,0.116814
1.25244,0.512539,0.810284E-01
1.25488,0.513538,-0.216324
1.25732,0.514537,0.828236E-01
1.25977,0.515536,0.379220
1.26221,0.516535,-0.130576
1.26465,0.517535,0.131874
1.26709,0.518534,0.295788
1.26953,0.519533,0.236337
1.27197,0.520532,0.105586
1.27441,0.521531,0.100421
1.27686,0.522530,0.297091
1.27930,0.523529,0.384471
1.28174,0.524528,-0.514999E-01
1.28418,0.525527,-0.102096
1.28662,0.526526,0.281689
1.28906,0.527526,0.110297
1.29150,0.528525,0.951528E-01
1.29395,0.529524,-0.571186E-01
1.29639,0.530523,0.190898
1.29883,0.531522,0.214871
1.30127,0.532521,0.341640E-01
1.30371,0.533520,-0.372383E-01
1.30615,0.534519,0.696762E-01
1.30859,0.535518,0.207219E-02
1.31104,0.536518,-0.368670E-01
1.31348,0.537517,0.102061
1.31592,0.538516,0.225089
1.31836,0.539515,-0.639904E-01
1.32080,0.540514,0.720579E-02
1.32324,0.541513,0.155874
1.32568,0.542512,1.07250
1.32812,0.543511,0.310652
1.33057,0.544510,0.569556E-01
1.33301,0.545509,0.853559E-01
1.33545,0.546509,-0.144893
1.33789,0.547508,0.106691
1.34033,0.548507,0.121297
1.34277,0.549506,0.368022
1.34521,0.550505,0.489359E-01
1.34766,0.551504,-0.282238E-01
1.35010,0.552503,0.178847E-01
1.35254,0.553502,-0.954265E-01
1.35498,0.554501,0.589418E-01
1.35742,0.555500,-0.669691E-01
1.35986,0.556500,0.944295E-01
1.36230,0.557499,0.205287
1.36475,0.558498,0.115904
1.36719,0.559497,0.282907
1.36963,0.560496,0.288339E-01
1.37207,0.561495,0.163565
1.37451,0.562494,-0.100713
1.37695,0.563493,0.313867
1.37939,0.564492,0.299608E-01
1.38184,0.565491,0.670190
1.38428,0.566491,0.202642
1.38672,0.567490,0.152488E-01
1.38916,0.568489,0.578584
1.39160,0.569488,0.169464
1.39404,0.570487,-0.591010E-01
1.39648,0.571486,0.391752
1.39893,0.572485,-0.327496
1.40137,0.573484,0.642540
1.40381,0.574483,0.120806
1.40625,0.575482,0.441384
1.40869,0.576482,0.504622
1.41113,0.577481,0.951297
1.41357,0.578480,0.113174
1.41602,0.579479,-0.522816E-01
1.41846,0.580478,0.139313
1.42090,0.581477,-0.657031E-01
1.42334,0.582476,0.681416
1.42578,0.583475,0.497277
1.42822,0.584474,0.263004
1.43066,0.585473,0.277888E-01
1.43311,0.586473,-0.104979
1.43555,0.587472,0.815637E-01
1.43799,0.588471,0.384721
1.44043,0.589470,0.115320
1.44287,0.590469,0.931271E-01
1.44531,0.591468,-0.586100E-01
1.44775,0.592467,-0.368927E-01
1.45020,0.593466,0.170825
1.45264,0.594465,0.355543
1.45508,0.595465,0.304937
1.45752,0.596464,0.259414
1.45996,0.597463,-0.279285
1.46240,0.598462,0.529030E-01
1.46484,0.599461,-0.208199
1.46729,0.600460,0.371906
1.46973,0.601459,0.112028
1.47217,0.602458,0.547241E-01
1.47461,0.603457,0.264651
1.47705,0.604456,-0.543982E-01
1.47949,0.605456,0.393794
1.48193,0.606455,0.209617E-01
1.48438,0.607454,0.146842
1.48682,0.608453,-0.608357E-01
1.48926,0.609452,0.360473
1.49170,0.610451,0.464408E-02
1.49414,0.611450,0.218470
1.49658,0.612449,0.164671E-01
1.49902,0.613448,0.478544E-01
1.50146,0.614447,0.294491
1.50391,0.615447,0.430726E-01
1.50635,0.616446,-0.842169E-01
1.50879,0.617445,-0.514872E-01
1.51123,0.618444,-0.281092E-01
1.51367,0.619443,1.15080
1.51611,0.620442,-0.198210
1.51855,0.621441,0.402547
1.52100,0.622440,0.779663E-02
1.52344,0.623439,0.176778
1.52588,0.624438,0.842447E-01
1.52832,0.625438,0.884801E-02
1.53076,0.626437,0.455092
1.53320,0.627436,0.396742
1.53564,0.628435,0.912957E-01
1.53809,0.629434,0.742747
1.54053,0.630433,0.336081
1.54297,0.631432,0.880529E-01
1.54541,0.632431,0.440693
1.54785,0.633430,0.403501
1.55029,0.634429,-0.137965E-01
1.55273,0.635429,0.257161
1.55518,0.636428,0.280240E-01
1.55762,0.637427,-0.376373
1.56006,0.638426,-0.667092E-01
1.56250,0.639425,0.269705
1.56494,0.640424,-0.390475E-01
1.56738,0.641423,-0.278940
1.56982,0.642422,-0.107456
1.57227,0.643421,-0.103457
1.57471,0.644420,0.149891
1.57715,0.645420,0.310184E-01
1.57959,0.646419,0.179566
1.58203,0.647418,0.283850
1.58447,0.648417,-0.200551E-01
1.58691,0.649416,0.774564E-02
1.58936,0.650415,0.509824
1.59180,0.651414,0.198901
1.59424,0.652413,-0.562051E-01
1.59668,0.653412,-0.945967E-01
1.59912,0.654411,0.617483E-01
1.60156,0.655411,0.203330E-01
1.60400,0.656410,0.111283
1.60645,0.657409,0.388671
1.60889,0.658408,0.270151E-01
1.61133,0.659407,0.645098E-01
1.61377,0.660406,0.128925
1.61621,0.661405,0.156217
1.61865,0.662404,-0.723065E-01
1.62109,0.663403,0.121564E-01
1.62354,0.664403,0.105564
1.62598,0.665402,-0.378895
1.62842,0.666401,-0.932089E-02
1.63086,0.667400,0.202447
1.63330,0.668399,0.317193
1.63574,0.669398,-0.448054E-02
1.63818,0.670397,0.171894E-01
1.64062,0.671396,0.392757
1.64307,0.672395,0.382023E-01
1.64551,0.673394,0.130118
1.64795,0.674394,0.195047
1.65039,0.675393,0.374922E-01
1.65283,0.676392,0.222403
1.65527,0.677391,0.186627
1.65771,0.678390,-0.142175
1.66016,0.679389,0.848359E-01
1.66260,0.680388,-0.705861E-01
1.66504,0.681387,0.377068
1.66748,0.682386,0.663691
1.66992,0.683385,0.938799E-02
1.67236,0.684385,-0.355704E-01
1.67480,0.685384,0.211213
1.67725,0.686383,0.849037E-01
1.67969,0.687382,-0.548191E-01
1.68213,0.688381,-0.943648E-01
1.68457,0.689380,-0.688709E-01
1.68701,0.690379,0.705188E-01
1.68945,0.691378,0.562477E-01
1.69189,0.692377,0.295469
1.69434,0.693376,0.254156E-01
1.69678,0.694376,0.113697
1.69922,0.695375,-0.346675E-01
1.70166,0.696374,0.340232
1.70410,0.697373,1.62959
1.70654,0.698372,-0.341276E-01
1.70898,0.699371,0.375248
1.71143,0.700370,0.134312
1.71387,0.701369,0.105691E-01
1.71631,0.702368,0.111645E-01
1.71875,0.703367,0.106412
1.72119,0.704367,0.204069
1.72363,0.705366,0.719043E-01
1.72607,0.706365,0.130987
1.72852,0.707364,-0.833389E-01
1.73096,0.708363,0.700789E-01
1.73340,0.709362,0.989936
1.73584,0.710361,0.439973
1.73828,0.711360,0.932898E-01
1.74072,0.712359,0.174419
1.74316,0.713358,0.244741
1.74561,0.714358,0.196074
1.74805,0.715357,0.187935
1.75049,0.716356,-0.620088E-01
1.75293,0.717355,0.302804E-02
1.75537,0.718354,-0.166457
1.75781,0.719353,-0.721853E-01
1.76025,0.720352,0.118419
1.76270,0.721351,0.392315
1.76514,0.722350,0.397976
1.76758,0.723349,0.862453E-01
1.77002,0.724349,-0.255691E-01
1.77246,0.725348,-0.401645E-01
1.77490,0.726347,1.30570
1.77734,0.727346,0.519343
1.77979,0.728345,0.783777E-01
1.78223,0.729344,0.442556
1.78467,0.730343,0.512841E-01
1.78711,0.731342,0.892948
1.78955,0.732341,0.295960
1.79199,0.733341,1.14477
1.79443,0.734340,0.159038
1.79688,0.735339,-0.532788E-01
1.79932,0.736338,0.652723
1.80176,0.737337,-0.135779
1.80420,0.738336,-0.515384E-01
1.80664,0.739335,-0.859175E-01
1.80908,0.740334,-0.260390E-03
1.81152,0.741333,0.249453
1.81396,0.742332,-0.248180
1.81641,0.743332,-0.154967
1.81885,0.744331,0.246260
1.82129,0.745330,-0.679728E-01
1.82373,0.746329,-0.784919E-01
1.82617,0.747328,0.349956
1.82861,0.748327,0.115960
1.83105,0.749326,-0.169197
1.83350,0.750325,-0.822057E-02
1.83594,0.751324,-0.270497
1.83838,0.752323,-0.156714
1.84082,0.753323,0.997154E-01
1.84326,0.754322,0.559584
1.84570,0.755321,-0.952592E-01
1.84814,0.756320,0.302157E-01
1.85059,0.757319,0.883789E-03
1.85303,0.758318,0.273915
1.85547,0.759317,-0.679317E-01
1.85791,0.760316,0.930812E-01
1.86035,0.761315,0.711023E-02
1.86279,0.762314,-0.241040E-02
1.86523,0.763314,-0.842577E-01
1.86768,0.764313,0.206420
1.87012,0.765312,-0.137909
1.87256,0.766311,0.657305E-02
1.87500,0.767310,0.731937E-01
1.87744,0.768309,0.193902
1.87988,0.769308,0.162128
1.88232,0.770307,0.515512E-01
1.88477,0.771306,0.158829
1.88721,0.772305,-0.808210E-02
1.88965,0.773305,0.283405
1.89209,0.774304,-0.816819E-02
1.89453,0.775303,0.210948
1.89697,0.776302,-0.841378E-01
1.89941,0.777301,0.361288
1.90186,0.778300,0.178176
1.90430,0.779299,0.129183
1.90674,0.780298,0.104372
1.90918,0.781297,0.142094
