Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 20.000
measuring_height_(z-d)_[m]_=_  1.966
wind_speed_[m+1s-1]_=_  5.533
averaging_interval_[min]_=_     10
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
0.314941,0.111931,-0.966145E-02
0.317383,0.112799,0.493501E-01
0.319824,0.113667,0.314093
0.322266,0.114534,0.407520
0.324707,0.115402,-0.680616E-01
0.327148,0.116270,0.735567E-01
0.329590,0.117137,0.680259E-01
0.332031,0.118005,0.768456
0.334473,0.118873,0.218579
0.336914,0.119740,0.446488
0.339355,0.120608,0.181183
0.341797,0.121476,0.172106E-02
0.344238,0.122344,-0.196315E-01
0.346680,0.123211,0.275198
0.349121,0.124079,0.318938
0.351562,0.124947,0.461799
0.354004,0.125814,0.826291E-01
0.356445,0.126682,0.241642
0.358887,0.127550,0.177275
0.361328,0.128417,0.602027
0.363770,0.129285,0.319128
0.366211,0.130153,0.128331
0.368652,0.131020,0.854043
0.371094,0.131888,-0.163230
0.373535,0.132756,-0.812816E-01
0.375977,0.133623,-0.655025E-01
0.378418,0.134491,-0.222855E-01
0.380859,0.135359,0.171112E-01
0.383301,0.136226,-0.234095E-01
0.385742,0.137094,0.654110
0.388184,0.137962,0.187331
0.390625,0.138830,0.100435
0.393066,0.139697,1.06046
0.395508,0.140565,1.43477
0.397949,0.141433,0.383878
0.400391,0.142300,0.277173
0.402832,0.143168,0.203303
0.405273,0.144036,-0.398865E-01
0.407715,0.144903,0.155621
0.410156,0.145771,0.444960E-01
0.412598,0.146639,0.597975
0.415039,0.147506,0.229103
0.417480,0.148374,0.462833
0.419922,0.149242,0.102362
0.422363,0.150109,0.258266
0.424805,0.150977,0.420468
0.427246,0.151845,-0.122903
0.429688,0.152712,0.273688E-02
0.432129,0.153580,0.586605E-01
0.434570,0.154448,0.517507E-01
0.437012,0.155316,-0.744586E-02
0.439453,0.156183,0.852980
0.441895,0.157051,-0.150073E-01
0.444336,0.157919,0.101166
0.446777,0.158786,0.443810
0.449219,0.159654,-0.116571
0.451660,0.160522,-0.201982
0.454102,0.161389,0.241655
0.456543,0.162257,0.178442
0.458984,0.163125,0.341402
0.461426,0.163992,0.603216
0.463867,0.164860,0.789509
0.466309,0.165728,0.846321
0.468750,0.166595,0.522681
0.471191,0.167463,0.304321E-01
0.473633,0.168331,-0.801540E-02
0.476074,0.169198,1.42144
0.478516,0.170066,0.284051
0.480957,0.170934,-0.160995
0.483398,0.171802,0.655910
0.485840,0.172669,1.09073
0.488281,0.173537,0.527811
0.490723,0.174405,-0.146200
0.493164,0.175272,-0.217707
0.495605,0.176140,-0.877307E-01
0.498047,0.177008,1.61440
0.500488,0.177875,0.190771
0.502930,0.178743,-0.164790E-01
0.505371,0.179611,0.836278E-01
0.507812,0.180478,0.358702
0.510254,0.181346,0.355136
0.512695,0.182214,0.657795E-01
0.515137,0.183081,-0.935265E-01
0.517578,0.183949,0.577213E-02
0.520020,0.184817,-0.213550
0.522461,0.185684,0.505319E-01
0.524902,0.186552,0.936305E-02
0.527344,0.187420,0.128453
0.529785,0.188288,0.134396
0.532227,0.189155,0.213464
0.534668,0.190023,0.555146E-01
0.537109,0.190891,0.321930E-01
0.539551,0.191758,0.287985
0.541992,0.192626,0.263842
0.544434,0.193494,0.427940
0.546875,0.194361,0.244823
0.549316,0.195229,0.369906E-01
0.551758,0.196097,-0.278684
0.554199,0.196964,0.210044
0.556641,0.197832,0.499174
0.559082,0.198700,0.955105
0.561523,0.199567,0.181193
0.563965,0.200435,0.353997
0.566406,0.201303,-0.606970E-01
0.568848,0.202170,-0.689666E-01
0.571289,0.203038,0.199282
0.573730,0.203906,-0.844910E-01
0.576172,0.204774,-0.759543E-01
0.578613,0.205641,-0.463801E-01
0.581055,0.206509,-0.137627
0.583496,0.207377,0.425278
0.585938,0.208244,0.128558
0.588379,0.209112,0.774545
0.590820,0.209980,0.201636
0.593262,0.210847,0.223488
0.595703,0.211715,-0.204191E-01
0.598145,0.212583,0.661774
0.600586,0.213450,-0.764305E-02
0.603027,0.214318,-0.497516E-01
0.605469,0.215186,0.142456E-01
0.607910,0.216053,-0.687908E-01
0.610352,0.216921,-0.192481
0.612793,0.217789,0.194964
0.615234,0.218656,0.433343
0.617676,0.219524,0.234958
0.620117,0.220392,-0.254228
0.622559,0.221260,0.898761
0.625000,0.222127,0.132024
0.627441,0.222995,0.116508
0.629883,0.223863,0.268637
0.632324,0.224730,0.303036
0.634766,0.225598,0.158124E-01
0.637207,0.226466,0.407574
0.639648,0.227333,0.175645
0.642090,0.228201,0.142655
0.644531,0.229069,0.457651
0.646973,0.229936,0.878896
0.649414,0.230804,-0.881852E-01
0.651855,0.231672,0.157296E-01
0.654297,0.232539,-0.438486E-01
0.656738,0.233407,0.941863
0.659180,0.234275,-0.758424E-01
0.661621,0.235142,-0.328510
0.664062,0.236010,0.833912
0.666504,0.236878,-0.295258
0.668945,0.237746,0.720748
0.671387,0.238613,-0.954846E-01
0.673828,0.239481,-0.149497
0.676270,0.240349,-0.146138E-01
0.678711,0.241216,-0.280607E-01
0.681152,0.242084,0.140014
0.683594,0.242952,-0.225655
0.686035,0.243819,-0.128113
0.688477,0.244687,0.727623
0.690918,0.245555,0.479745
0.693359,0.246422,1.66233
0.695801,0.247290,0.118442
0.698242,0.248158,0.353320
0.700684,0.249025,0.723528E-02
0.703125,0.249893,0.643053E-01
0.705566,0.250761,-0.349134E-01
0.708008,0.251628,0.954747
0.710449,0.252496,0.561936
0.712891,0.253364,0.671575E-01
0.715332,0.254232,-0.990902E-01
0.717773,0.255099,-0.706082E-01
0.720215,0.255967,-0.162846
0.722656,0.256835,-0.108881E-01
0.725098,0.257702,0.411745
0.727539,0.258570,0.127117
0.729980,0.259438,0.174725
0.732422,0.260305,0.841735E-01
0.734863,0.261173,0.972301
0.737305,0.262041,0.725641
0.739746,0.262908,1.31124
0.742188,0.263776,-0.812263E-02
0.744629,0.264644,0.102646
0.747070,0.265511,-0.350987
0.749512,0.266379,0.216861E-01
0.751953,0.267247,0.115384
0.754395,0.268114,-0.261329E-01
0.756836,0.268982,0.401022
0.759277,0.269850,0.552911
0.761719,0.270718,-0.602947E-02
0.764160,0.271585,0.241269
0.766602,0.272453,0.119537
0.769043,0.273321,-0.673317E-03
0.771484,0.274188,0.231061E-01
0.773926,0.275056,-0.803723E-02
0.776367,0.275924,0.130400
0.778809,0.276791,0.434503E-01
0.781250,0.277659,0.886007
0.783691,0.278527,0.766421
0.786133,0.279394,0.489605
0.788574,0.280262,0.223654
0.791016,0.281130,0.144756
0.793457,0.281997,-0.110455E-01
0.795898,0.282865,-0.310845E-02
0.798340,0.283733,0.178580
0.800781,0.284600,0.185990
0.803223,0.285468,-0.182585
0.805664,0.286336,0.369730E-01
0.808105,0.287204,0.561457
0.810547,0.288071,0.751097E-01
0.812988,0.288939,0.147264
0.815430,0.289807,0.720353E-01
0.817871,0.290674,-0.434280E-01
0.820312,0.291542,0.313623
0.822754,0.292410,0.785994E-01
0.825195,0.293277,0.477206
0.827637,0.294145,0.945833E-02
0.830078,0.295013,0.381944
0.832520,0.295880,0.770110E-01
0.834961,0.296748,0.509738
0.837402,0.297616,0.422030E-01
0.839844,0.298483,0.324485
0.842285,0.299351,0.886994E-01
0.844727,0.300219,0.141593
0.847168,0.301086,0.252795
0.849609,0.301954,0.119418E-01
0.852051,0.302822,0.226293
0.854492,0.303690,0.181678
0.856934,0.304557,0.324407
0.859375,0.305425,0.512771
0.861816,0.306293,0.201274
0.864258,0.307160,-0.377165
0.866699,0.308028,0.597054
0.869141,0.308896,0.226134E-01
0.871582,0.309763,0.602195
0.874023,0.310631,0.141643
0.876465,0.311499,0.533991E-01
0.878906,0.312366,0.345510
0.881348,0.313234,-0.593889E-01
0.883789,0.314102,-0.580051E-01
0.886230,0.314969,0.465678
0.888672,0.315837,-0.814914E-01
0.891113,0.316705,-0.117216
0.893555,0.317572,0.240177E-01
0.895996,0.318440,0.352306
0.898438,0.319308,-0.422204
0.900879,0.320176,0.175260
0.903320,0.321043,0.563818
0.905762,0.321911,0.979441E-01
0.908203,0.322779,0.464378
0.910645,0.323646,-0.335425
0.913086,0.324514,0.301980
0.915527,0.325382,0.433054
0.917969,0.326249,0.157241
0.920410,0.327117,0.465157E-01
0.922852,0.327985,-0.318318E-01
0.925293,0.328852,0.740207E-01
0.927734,0.329720,0.652785E-01
0.930176,0.330588,-0.569766E-01
0.932617,0.331455,0.627518
0.935059,0.332323,0.666734
0.937500,0.333191,0.118639
0.939941,0.334058,0.459591
0.942383,0.334926,0.168025
0.944824,0.335794,0.181598
0.947266,0.336662,0.330917
0.949707,0.337529,0.593949
0.952148,0.338397,0.140078
0.954590,0.339265,-0.129744E-01
0.957031,0.340132,0.941892
0.959473,0.341000,0.105042
0.961914,0.341868,0.740187
0.964355,0.342735,0.270251
0.966797,0.343603,0.108259
0.969238,0.344471,0.529187
0.971680,0.345338,0.109012
0.974121,0.346206,0.260924
0.976562,0.347074,0.182343E-01
0.979004,0.347941,0.204094
0.981445,0.348809,-0.857556E-01
0.983887,0.349677,0.516511
0.986328,0.350544,0.518394E-01
0.988770,0.351412,-0.332919
0.991211,0.352280,-0.289966E-01
0.993652,0.353148,0.601128
0.996094,0.354015,0.459487E-01
0.998535,0.354883,1.11027
1.00098,0.355751,-0.286507E-01
1.00342,0.356618,-0.749145
1.00586,0.357486,0.266894
1.00830,0.358354,0.107934
1.01074,0.359221,0.344211
1.01318,0.360089,-0.142931
1.01562,0.360957,0.736794
1.01807,0.361824,0.154532
1.02051,0.362692,-0.203649
1.02295,0.363560,-0.918313E-01
1.02539,0.364427,-0.119115
1.02783,0.365295,0.336027
1.03027,0.366163,0.487084
1.03271,0.367031,0.711122
1.03516,0.367898,-0.236536
1.03760,0.368766,0.416562
1.04004,0.369634,0.190868
1.04248,0.370501,-0.304185E-01
1.04492,0.371369,0.193879
1.04736,0.372237,0.798611
1.04980,0.373104,0.307562
1.05225,0.373972,-0.247421
1.05469,0.374840,0.114107
1.05713,0.375707,0.265164
1.05957,0.376575,0.162696E-01
1.06201,0.377443,0.360054E-01
1.06445,0.378310,-0.259256
1.06689,0.379178,-0.285158
1.06934,0.380046,0.202297E-01
1.07178,0.380913,0.733733E-01
1.07422,0.381781,0.247563E-01
1.07666,0.382649,-0.129472E-01
1.07910,0.383517,0.221267
1.08154,0.384384,1.02366
1.08398,0.385252,0.236017
1.08643,0.386120,0.116557
1.08887,0.386987,0.323065
1.09131,0.387855,0.776318E-01
1.09375,0.388723,-0.138150
1.09619,0.389590,-0.738080E-02
1.09863,0.390458,0.277558
1.10107,0.391326,0.416930
1.10352,0.392193,0.134932
1.10596,0.393061,0.403073
1.10840,0.393929,0.534944E-01
1.11084,0.394796,-0.620671E-01
1.11328,0.395664,0.686484
1.11572,0.396532,0.867946E-01
1.11816,0.397399,-0.169459
1.12061,0.398267,-0.157788
1.12305,0.399135,0.273803
1.12549,0.400003,-0.435124
1.12793,0.400870,0.161094E-01
1.13037,0.401738,-0.206005
1.13281,0.402606,1.03688
1.13525,0.403473,0.390587
1.13770,0.404341,-0.263157
1.14014,0.405209,0.448938
1.14258,0.406076,-0.254286
1.14502,0.406944,0.413531E-01
1.14746,0.407812,0.479809E-01
1.14990,0.408679,-0.126868
1.15234,0.409547,0.131377
1.15479,0.410415,0.272927
1.15723,0.411282,0.760737
1.15967,0.412150,0.650654E-02
1.16211,0.413018,0.523180E-01
1.16455,0.413885,0.551591
1.16699,0.414753,0.128617
1.16943,0.415621,-0.146554
1.17188,0.416489,0.630234
1.17432,0.417356,-0.338493
1.17676,0.418224,-0.927025E-01
1.17920,0.419092,0.892583E-01
1.18164,0.419959,0.531644
1.18408,0.420827,-0.129779
1.18652,0.421695,0.828582
1.18896,0.422562,0.171763
1.19141,0.423430,0.160240
1.19385,0.424298,-0.397176E-01
1.19629,0.425165,0.148658
1.19873,0.426033,0.269797E-01
1.20117,0.426901,0.747915
1.20361,0.427768,-0.876841E-01
1.20605,0.428636,0.465376E-01
1.20850,0.429504,0.216317
1.21094,0.430371,-0.158140
1.21338,0.431239,-0.157430E-01
1.21582,0.432107,0.793740
1.21826,0.432975,0.306512
1.22070,0.433842,0.276585
1.22314,0.434710,0.372465E-01
1.22559,0.435578,0.266637E-01
1.22803,0.436445,0.566073E-03
1.23047,0.437313,0.979142E-01
1.23291,0.438181,-0.224164E-01
1.23535,0.439048,0.117645
1.23779,0.439916,0.225923
1.24023,0.440784,0.788910E-01
1.24268,0.441651,-0.284072E-01
1.24512,0.442519,-0.705381E-01
1.24756,0.443387,-0.928599E-01
1.25000,0.444254,0.904897E-01
1.25244,0.445122,0.107181
1.25488,0.445990,0.135936
1.25732,0.446857,0.168212
1.25977,0.447725,0.375360
1.26221,0.448593,-0.425159E-01
1.26465,0.449461,-0.954261E-01
1.26709,0.450328,-0.109595
1.26953,0.451196,0.755926E-01
1.27197,0.452064,0.613893E-01
1.27441,0.452931,0.214336
1.27686,0.453799,0.107528
1.27930,0.454667,0.642103E-01
1.28174,0.455534,0.412486E-01
1.28418,0.456402,0.532505
1.28662,0.457270,0.940362E-01
1.28906,0.458137,-0.149197
1.29150,0.459005,0.731780
1.29395,0.459873,0.108520
1.29639,0.460740,0.511841
1.29883,0.461608,0.577520
1.30127,0.462476,-0.541898E-01
1.30371,0.463343,0.168633
1.30615,0.464211,-0.751955E-01
1.30859,0.465079,-0.341706
1.31104,0.465947,-0.118463
1.31348,0.466814,-0.135382
1.31592,0.467682,0.930390E-02
1.31836,0.468550,0.103465
1.32080,0.469417,-0.578434E-01
1.32324,0.470285,0.579436
1.32568,0.471153,0.447565
1.32812,0.472020,-0.385628E-01
1.33057,0.472888,0.649243E-02
1.33301,0.473756,0.225816
1.33545,0.474623,0.439284E-01
1.33789,0.475491,0.139123
1.34033,0.476359,0.485308
1.34277,0.477226,-0.477244
1.34521,0.478094,0.427864
1.34766,0.478962,0.336066
1.35010,0.479829,0.175600
1.35254,0.480697,-0.222807
1.35498,0.481565,0.684646
1.35742,0.482433,0.976507
1.35986,0.483300,0.118504
1.36230,0.484168,0.129962
1.36475,0.485036,0.778925E-02
1.36719,0.485903,-0.126033
1.36963,0.486771,0.742142
1.37207,0.487639,0.723680
1.37451,0.488506,0.231551
1.37695,0.489374,-0.667826E-01
1.37939,0.490242,0.786553E-01
1.38184,0.491109,-0.708614E-01
1.38428,0.491977,-0.123600
1.38672,0.492845,-0.794631E-01
1.38916,0.493712,0.129059
1.39160,0.494580,-0.557849E-02
1.39404,0.495448,1.19365
1.39648,0.496315,1.34112
1.39893,0.497183,0.281720E-01
1.40137,0.498051,-0.119276E-01
1.40381,0.498919,0.438938
1.40625,0.499786,-0.441706E-01
1.40869,0.500654,0.179885
1.41113,0.501522,0.650193
1.41357,0.502389,0.743334
1.41602,0.503257,-0.129308
1.41846,0.504125,0.365231
1.42090,0.504992,0.899630E-01
1.42334,0.505860,-0.173113
1.42578,0.506728,-0.580653
1.42822,0.507595,0.436674
1.43066,0.508463,0.690798E-01
1.43311,0.509331,0.204078
1.43555,0.510198,0.202217E-01
1.43799,0.511066,0.146381
1.44043,0.511934,-0.108381
1.44287,0.512801,0.465445
1.44531,0.513669,0.154851
1.44775,0.514537,1.49965
1.45020,0.515405,0.280285
1.45264,0.516272,0.102640
1.45508,0.517140,0.226673E-01
1.45752,0.518008,0.846706
1.45996,0.518875,0.493626E-01
1.46240,0.519743,0.137529
1.46484,0.520611,0.319151E-02
1.46729,0.521478,0.183136
1.46973,0.522346,0.132305
1.47217,0.523214,0.247812
1.47461,0.524081,-0.414230
1.47705,0.524949,-0.282176
1.47949,0.525817,0.289289
1.48193,0.526684,0.160671
1.48438,0.527552,0.162763
1.48682,0.528420,0.900426E-01
1.48926,0.529287,-0.389477E-01
1.49170,0.530155,0.392879
1.49414,0.531023,-0.158989
1.49658,0.531891,0.369673
1.49902,0.532758,0.378732E-01
1.50146,0.533626,0.533863
1.50391,0.534494,0.413734
1.50635,0.535361,0.724407
1.50879,0.536229,0.668376
1.51123,0.537097,-0.153111
1.51367,0.537964,-0.349219
1.51611,0.538832,0.333660E-01
1.51855,0.539700,0.308860
1.52100,0.540567,-0.429403E-01
1.52344,0.541435,-0.140934
1.52588,0.542303,0.615416
1.52832,0.543170,0.346569
1.53076,0.544038,0.128581
1.53320,0.544906,0.182349
1.53564,0.545773,-0.355144
1.53809,0.546641,0.370285E-02
1.54053,0.547509,0.222596E-01
1.54297,0.548377,0.157519E-01
1.54541,0.549244,0.345517
1.54785,0.550112,0.207266
1.55029,0.550980,-0.913164E-02
1.55273,0.551847,-0.123927
1.55518,0.552715,0.161096
1.55762,0.553583,0.152963
1.56006,0.554450,-0.871139E-01
1.56250,0.555318,0.187938
1.56494,0.556186,0.352974
1.56738,0.557053,0.135201
1.56982,0.557921,-0.369158E-02
1.57227,0.558789,0.287044
1.57471,0.559656,0.503942E-01
1.57715,0.560524,0.101282
1.57959,0.561392,0.576307
1.58203,0.562259,0.123884
1.58447,0.563127,0.172726
1.58691,0.563995,0.338413
1.58936,0.564863,0.190455
1.59180,0.565730,0.156898E-01
1.59424,0.566598,0.322998
1.59668,0.567466,-0.320459E-01
1.59912,0.568333,-0.272447
1.60156,0.569201,0.366831
1.60400,0.570069,-0.742768
1.60645,0.570936,0.400041
1.60889,0.571804,0.634652
1.61133,0.572672,0.133608
1.61377,0.573539,-0.200240
1.61621,0.574407,0.815625E-01
1.61865,0.575275,0.178802
1.62109,0.576142,0.614836
1.62354,0.577010,0.362079
1.62598,0.577878,0.294071
1.62842,0.578745,0.402173
1.63086,0.579613,0.226208
1.63330,0.580481,0.538914E-02
1.63574,0.581349,0.647976
1.63818,0.582216,-0.700649E-01
1.64062,0.583084,0.777055E-01
1.64307,0.583952,0.638510
1.64551,0.584819,-0.800110E-02
1.64795,0.585687,0.275844
1.65039,0.586555,0.443390
1.65283,0.587422,0.615955E-01
1.65527,0.588290,0.224411
1.65771,0.589158,-0.189081
1.66016,0.590025,0.137362
1.66260,0.590893,0.137224
1.66504,0.591761,0.286629
1.66748,0.592628,-0.267700
1.66992,0.593496,0.874571
1.67236,0.594364,0.238650
1.67480,0.595231,0.323766
1.67725,0.596099,0.271411
1.67969,0.596967,-0.842841E-02
1.68213,0.597835,0.943892E-01
1.68457,0.598702,0.141675
1.68701,0.599570,0.623165
1.68945,0.600438,0.442982E-01
1.69189,0.601305,0.632466E-01
1.69434,0.602173,0.554467
1.69678,0.603041,0.653301E-01
1.69922,0.603908,0.935313E-01
1.70166,0.604776,0.522287
1.70410,0.605644,0.388064E-01
1.70654,0.606511,-0.768251E-01
1.70898,0.607379,-0.530371E-01
1.71143,0.608247,0.833546E-01
1.71387,0.609114,0.417376
1.71631,0.609982,0.398992
1.71875,0.610850,0.762451
1.72119,0.611718,0.444964
1.72363,0.612585,0.283227
1.72607,0.613453,0.119693
1.72852,0.614321,-0.131011
1.73096,0.615188,-0.130328
1.73340,0.616056,-0.177976
1.73584,0.616924,-0.612159E-01
1.73828,0.617791,0.113065
1.74072,0.618659,-0.346362
1.74316,0.619527,0.126500
1.74561,0.620394,0.482229
1.74805,0.621262,0.462720
1.75049,0.622130,0.495503
1.75293,0.622997,1.18200
1.75537,0.623865,0.950708E-01
1.75781,0.624733,0.268920
1.76025,0.625600,0.602282
1.76270,0.626468,0.779244
1.76514,0.627336,1.29833
1.76758,0.628204,0.365597
1.77002,0.629071,0.432188
1.77246,0.629939,0.412381
1.77490,0.630807,-0.742132E-01
1.77734,0.631674,0.156461
1.77979,0.632542,0.520817
1.78223,0.633410,-0.107682
1.78467,0.634277,-0.151625
1.78711,0.635145,0.376585
1.78955,0.636013,-0.150375
1.79199,0.636880,1.03352
1.79443,0.637748,0.315822
1.79688,0.638616,0.202345
1.79932,0.639483,0.393468E-01
1.80176,0.640351,0.246711
1.80420,0.641219,0.361250E-01
1.80664,0.642086,-0.155127
1.80908,0.642954,0.404123
1.81152,0.643822,0.489746
1.81396,0.644690,0.110042
1.81641,0.645557,-0.144779
1.81885,0.646425,0.402770
1.82129,0.647293,0.291875
1.82373,0.648160,0.661660
1.82617,0.649028,-0.363711E-01
1.82861,0.649896,0.248975
1.83105,0.650763,-0.670350
1.83350,0.651631,0.151780
1.83594,0.652499,0.434875
1.83838,0.653366,0.374716E-01
1.84082,0.654234,0.930057E-01
1.84326,0.655102,0.426928E-01
1.84570,0.655969,0.509987E-02
1.84814,0.656837,-0.380063
1.85059,0.657705,0.206834E-01
1.85303,0.658572,0.410447
1.85547,0.659440,0.557737E-01
1.85791,0.660308,-0.376805E-02
1.86035,0.661176,-0.619283E-01
1.86279,0.662043,0.738168E-01
1.86523,0.662911,0.110928
1.86768,0.663779,0.331633
1.87012,0.664646,0.592878
1.87256,0.665514,0.271356
1.87500,0.666382,-0.219453
1.87744,0.667249,-0.744661E-01
1.87988,0.668117,0.507490E-01
1.88232,0.668985,-0.218116E-01
1.88477,0.669852,0.124738E-01
1.88721,0.670720,0.265077
1.88965,0.671588,-0.824043E-01
1.89209,0.672455,-0.582669
1.89453,0.673323,0.303460
1.89697,0.674191,0.295914
1.89941,0.675058,0.206516
1.90186,0.675926,-0.381274E-01
1.90430,0.676794,0.156301E-02
1.90674,0.677662,-0.759226E-01
1.90918,0.678529,0.531587
1.91162,0.679397,-0.264282E-01
1.91406,0.680265,0.923216
1.91650,0.681132,0.514782
1.91895,0.682000,0.221401
1.92139,0.682868,-0.329857
1.92383,0.683735,0.312015E-02
1.92627,0.684603,-0.440966E-01
1.92871,0.685471,-0.657111E-01
1.93115,0.686338,-0.211351
1.93359,0.687206,0.293228
1.93604,0.688074,-0.339944E-01
