"TIMESTAMP_START","TIMESTAMP_END","CO2","CO2_SIGMA","H2O","H2O_SIGMA","FC","FC_SSITC_TEST","LE","LE_SSITC_TEST","ET","ET_SSITC_TEST","H","H_SSITC_TEST","FETCH_MAX","FETCH_90","FETCH_55","FETCH_40","WD","WS","WS_MAX","USTAR","ZL","TAU","TAU_SSITC_TEST","MO_LENGTH","U","U_SIGMA","V","V_SIGMA","W","W_SIGMA","PA","TA_1_1_1","RH_1_1_1","T_DP_1_1_1","TA_2_1_1","RH_2_1_1","T_DP_2_1_1","VPD","T_SONIC","T_SONIC_SIGMA","PBLH"
205310012030,205310012100,235.0666,1.307416,0.4846567,0.03598776,2.021342,2,3.98845,1,0.005772642,1,-58.84528,1,63.08441,177.4485,90.31434,68.29466,145.7091,8.277319,13.54071,0.5401645,0.01167534,0.3602578,1,231.2566,8.19921,1.301047,0,1.181952,2.980232e-08,0.5126003,98.85944,-3.532424,9.786747,-31.11813,5.783539,5.178411,-30.76032,8.773615,5.826835,0.3059032,314.0128
205310012100,205310012130,233.4275,0.6518237,0.5098046,0.06099932,1.303378,1,6.241516,1,0.009036244,1,-57.28142,1,64.99996,182.8156,93.05602,70.36793,143.805,8.939654,14.68355,0.5352991,0.01165141,0.3533539,1,231.7316,8.862648,1.386841,0,1.201028,2.980232e-08,0.529695,98.84562,-3.25051,10.0717,-30.6039,6.092004,5.332744,-30.24395,8.949901,6.137763,0.4029093,314.3131
205310012130,205310012200,231.7198,0.707291,0.5183804,0.039172,1.761835,2,3.066411,4,0.00443955,4,-64.24912,1,64.27089,181.4315,92.13532,69.65853,136.2123,8.37155,13.17864,0.4951808,0.01656999,0.3023046,1,162.9452,8.328474,1.301101,0,0.8624458,2.980232e-08,0.5043162,98.83247,-3.213295,10.21573,-30.41237,6.117928,5.410535,-30.05207,8.957834,6.164352,0.3640067,270.8274
205310012200,205310012230,229.7796,2.083973,0.5513991,0.0461596,2.108537,1,6.055627,1,0.00876844,1,-66.10678,1,62.61321,176.1445,89.64298,67.78662,135.2278,9.171212,15.76887,0.5596268,0.01178218,0.3858919,1,229.1596,9.100629,1.484209,0,1.169605,0,0.570917,98.82398,-3.116476,10.78853,-29.76334,6.250066,5.702549,-29.39967,9.011553,6.299295,0.324499,312.6871
205310012230,205310012300,229.1685,1.190898,0.5722648,0.05096072,1.923458,2,4.817202,1,0.006976718,1,-51.9773,1,62.65654,176.602,89.76754,67.8741,127.846,8.928506,14.78588,0.4861788,0.01412677,0.2910256,1,191.1265,8.85083,1.442406,0,1.18692,1.117587e-08,0.5505002,98.8294,-2.872718,10.99433,-29.3579,6.475346,5.828034,-28.99388,9.14038,6.526239,0.3108849,288.6432
205310012300,205310012330,228.0394,0.808821,0.5787089,0.04777149,1.639646,1,3.893166,2,0.005639024,2,-61.62529,1,61.572,173.5774,88.21771,66.70187,124.2486,9.050289,14.01787,0.512788,0.01429747,0.3236581,1,188.8446,9.001647,1.5144,0,0.904678,9.313226e-10,0.5735094,98.83875,-2.760246,11.02884,-29.23786,6.583892,5.849178,-28.87374,9.207066,6.636383,0.3192031,287.2006
205310012330,205310020000,228.4729,0.8480436,0.6067628,0.07747774,0.5621603,1,7.943658,1,0.01150869,1,-64.69746,1,64.04009,180.1834,91.69282,69.33591,128.6999,9.032858,15.96093,0.5515839,0.01201693,0.3741987,2,224.6831,8.954539,1.475724,0,1.186207,3.72529e-09,0.5463122,98.85334,-2.50314,11.34413,-28.73088,6.835854,6.028253,-28.36562,9.350276,6.890213,0.3332554,309.8571
205310020000,205310020030,229.0807,0.7110378,0.5986835,0.03593598,2.02996,3,5.965456,3,0.008643046,3,-62.83962,3,59.39866,166.8737,84.99314,64.27559,154.5166,7.42403,13.07429,0.5771576,0.01020381,0.4096701,3,264.6069,7.308173,1.410463,0,1.330029,0,0.5035796,98.8607,-2.421911,11.13492,-28.86368,6.87929,5.935206,-28.50043,9.387976,6.932923,0.334995,335.0963
205310020030,205310020100,231.5019,0.744118,0.5982515,0.060129,1.959019,3,10.5719,3,0.01532391,3,-58.90428,3,61.09396,171.1663,87.33507,66.05532,144.6166,8.246782,15.29263,0.6128356,0.00795131,0.4610539,3,339.5667,8.082002,1.637836,0,1.655286,5.960464e-08,0.5348008,98.84766,-1.989942,10.7768,-28.90478,7.346986,5.749184,-28.54091,9.715109,7.400586,0.4239304,382.4847
205310020100,205310020130,233.8351,1.08188,0.6359863,0.0725315,-0.3138068,4,17.24663,3,0.02500545,3,-91.01118,3,58.32655,163.0738,83.31351,63.01982,146.3069,9.070652,17.21852,0.7604662,0.006427806,0.7089872,3,420.05,8.878407,1.927242,0,1.841587,2.980232e-08,0.6342234,98.81284,-1.715003,11.22408,-28.26637,7.622382,6.000742,-27.90083,9.874237,7.679225,0.4409206,433.365
205310020130,205310020200,236.6453,1.240493,0.6218888,0.08823886,3.252182,3,22.74786,3,0.03299168,3,-99.48307,3,57.53898,160.7998,82.17442,62.15957,152.1445,9.214375,18.29229,0.795349,0.006128302,0.7745322,3,440.5788,8.9984,2.30923,0,2.01624,0,0.6573151,98.79952,-1.410246,10.73791,-28.54269,7.944905,5.743141,-28.18089,10.12254,8.000346,0.4701578,446.3429
205310020200,205310020230,240.4258,1.575937,0.6282923,0.08335743,9.458114,4,13.03026,4,0.01890325,4,-33.38218,6,53.54158,148.3127,76.2238,57.68116,165.6738,8.649466,17.50149,0.9017029,0.001397668,0.9945499,3,1931.79,8.25201,2.096491,0,2.709226,1.192093e-07,0.6889502,98.80458,-1.105457,10.61762,-28.41539,8.233339,5.689779,-28.05198,10.32834,8.290331,0.4517527,1000
205310020230,205310020300,242.8556,1.924289,0.6800536,0.06317689,1.487549,1,12.91031,1,0.0187236,1,-50.28546,1,48.66992,136.0594,69.50346,52.57524,179.238,7.143186,14.13475,0.6370933,0.006014821,0.4971716,1,448.8912,6.91339,1.451951,0,1.974835,0,0.6257295,98.83233,-1.36227,11.70815,-27.51237,7.917686,6.284134,-27.14686,10.0434,7.979097,0.3974234,451.5979
205310020300,205310020330,241.1368,1.014234,0.6898298,0.07277986,1.542088,4,14.79851,4,0.02144735,4,-54.34698,3,48.83397,135.9869,69.64377,52.69026,175.685,7.085425,13.44006,0.7478022,0.004015642,0.6868394,4,672.3707,6.811206,1.573605,0,2.140753,5.960464e-08,0.6379659,98.84898,-2.095648,12.51731,-27.34489,7.200031,6.686494,-26.97721,9.519776,7.261606,0.3169896,592.878
205310020330,205310020400,240.2438,1.264275,0.6387714,0.05601736,-0.9541503,7,10.43773,3,0.01512495,3,-78.78055,3,51.7784,144.9696,73.98715,55.96267,176.4299,7.397994,13.29301,0.701682,0.007102658,0.605213,4,380.1394,7.125291,1.371563,0,2.122637,5.960464e-08,0.6052888,98.86786,-2.277421,11.75182,-28.17546,7.035932,6.264673,-27.80963,9.456424,7.092241,0.3479876,408.1341
205310020400,205310020430,241.407,0.6293849,0.61571,0.04719276,0.3695207,2,10.08892,1,0.01462378,1,-50.41316,1,49.83948,140.0662,71.30748,53.9267,178.7857,6.895555,12.64941,0.539968,0.009932826,0.3580688,1,271.826,6.726138,1.386758,0,1.662308,5.960464e-08,0.5771131,98.88488,-1.958875,11.07429,-28.57053,7.342807,5.915974,-28.20689,9.692674,7.397541,0.2925423,339.6601
205310020430,205310020500,241.9236,0.3980205,0.5862464,0.05574322,1.088784,3,17.3379,3,0.0251364,3,-78.6562,3,52.47359,147.0294,75.00196,56.72822,163.9827,7.030206,12.81806,0.6823484,0.007670478,0.5713642,3,351.9989,6.822778,1.495631,0,1.7474,8.940697e-08,0.5725056,98.8868,-1.739457,10.37718,-29.11068,7.564626,5.552707,-28.74906,9.88015,7.617591,0.3585391,390.3441
205310020500,205310020530,241.2611,0.7733826,0.5963444,0.04244424,0.6774117,3,9.086222,3,0.01317075,3,-59.4566,3,59.05233,166.2612,84.56364,63.94366,153.911,7.300881,12.58013,0.5292299,0.0124775,0.3439155,3,216.3895,7.208615,1.201018,0,1.205073,2.980232e-08,0.4952743,98.87919,-1.922184,10.69393,-28.90832,7.372233,5.717523,-28.54613,9.733004,7.426429,0.3137588,304.6141
205310020530,205310020600,239.7729,0.5027512,0.5853533,0.04116598,1.087938,1,9.725265,1,0.01409567,1,-64.39568,1,58.97006,166.0618,84.45166,63.85839,149.6287,7.714845,12.9658,0.5402826,0.01270376,0.3585429,1,212.5356,7.646551,1.334153,0,1.086318,0,0.5238863,98.87333,-2.055347,10.59667,-29.11051,7.268804,5.651455,-28.74769,9.670774,7.320707,0.2994541,302.1777
