 normalised_and_exponentially_binned_(co)spectra
 -----------------------------------------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]_->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 20.000
measuring_height_(z-d)_[m]_=_  1.966
wind_speed_[m+1s-1]_=_  4.805
averaging_interval_[min]_=_     10
number_of_bins_=_  50
tapering_window_=_hamming
 #_freq,natural_frequency,normalized_frequency,f_nat*spec(u)/var(u),f_nat*spec(v)/var(v),f_nat*spec(w)/var(w),f_nat*spec(ts)/var(ts),f_nat*spec(co2)/var(co2),f_nat*spec(h2o)/var(h2o),f_nat*spec(ch4)/var(ch4),f_nat*spec(none)/var(none),f_nat*cospec(w_u)/cov(w_u),f_nat*cospec(w_v)/cov(w_v),f_nat*cospec(w_ts)/cov(w_ts),f_nat*cospec(w_co2)/cov(w_co2),f_nat*cospec(w_h2o)/cov(w_h2o),f_nat*cospec(w_ch4)/cov(w_ch4),f_nat*cospec(w_none)/cov(w_none)
10,0.140381,0.574483E-01,0.122537,0.405198E-01,0.210768,0.913612E-01,0.427145E-02,0.990759E-01,-9999.0,-9999.0,0.326141,-0.602606E-01,0.283715,-0.269857,0.266875,-9999.0,-9999.0
12,0.167236,0.684385E-01,0.882341E-01,0.937119E-01,0.128085,0.586797E-01,0.315508E-02,0.617978E-01,-9999.0,-9999.0,0.143080,0.138177,0.118231,-0.124819,0.102780,-9999.0,-9999.0
15,0.200195,0.819263E-01,0.669366E-01,0.812121E-01,0.897874E-01,0.130878,0.787328E-02,0.127447,-9999.0,-9999.0,0.117681,0.244469,0.173042,-0.194308,0.153468,-9999.0,-9999.0
17,0.239258,0.979119E-01,0.110070,0.824661E-01,0.149951,0.107918,0.556500E-02,0.125257,-9999.0,-9999.0,0.209440,0.525495,0.177019,-0.560084E-01,0.171706,-9999.0,-9999.0
20,0.284424,0.116395,0.383746E-01,0.606287E-01,0.813914E-01,0.875550E-01,0.513713E-02,0.997758E-01,-9999.0,-9999.0,0.819852E-01,0.434395,0.841383E-01,-0.158280,0.913930E-01,-9999.0,-9999.0
24,0.338135,0.138376,0.138331,0.171172,0.267120,0.754988E-01,0.358870E-02,0.911367E-01,-9999.0,-9999.0,0.374605,0.852498,0.252730,-0.509496,0.261080,-9999.0,-9999.0
28,0.401611,0.164352,0.859347E-01,0.152185,0.167858,0.745678E-01,0.526591E-02,0.836426E-01,-9999.0,-9999.0,0.177292,0.572252,0.193411,-0.519221,0.192988,-9999.0,-9999.0
34,0.477295,0.195324,0.565124E-01,0.108514,0.158092,0.702914E-01,0.561578E-02,0.890379E-01,-9999.0,-9999.0,0.165422,0.297334,0.159434,-0.356482,0.163516,-9999.0,-9999.0
41,0.568848,0.232791,0.824637E-01,0.994669E-01,0.274976,0.104296,0.832068E-02,0.122034,-9999.0,-9999.0,0.240511,-0.319238,0.215979,-0.628826,0.218612,-9999.0,-9999.0
48,0.677490,0.277251,0.463878E-01,0.965223E-01,0.174700,0.703316E-01,0.806236E-02,0.864866E-01,-9999.0,-9999.0,0.105283,0.398313,0.106916,-0.244541,0.106850,-9999.0,-9999.0
57,0.805664,0.329703,0.784385E-01,0.141532,0.307264,0.926305E-01,0.694387E-02,0.101200,-9999.0,-9999.0,0.222554,0.409458,0.147448,-0.733200,0.138963,-9999.0,-9999.0
68,0.958252,0.392147,0.468680E-01,0.167222,0.184851,0.631133E-01,0.950260E-02,0.810753E-01,-9999.0,-9999.0,0.128495,0.590402E-01,0.127463,-0.587798,0.130735,-9999.0,-9999.0
81,1.14014,0.466580,0.614553E-01,0.116726,0.287354,0.906915E-01,0.112032E-01,0.107964,-9999.0,-9999.0,0.179427,-0.141901,0.256412,-0.942079,0.261191,-9999.0,-9999.0
97,1.35742,0.555500,0.537874E-01,0.930025E-01,0.226422,0.885477E-01,0.147959E-01,0.999926E-01,-9999.0,-9999.0,0.823542E-01,0.243177,0.144846,-0.468796,0.141565,-9999.0,-9999.0
115,1.61621,0.661405,0.363439E-01,0.947288E-01,0.184766,0.741619E-01,0.133971E-01,0.924874E-01,-9999.0,-9999.0,0.698361E-01,0.285992E-01,0.128304,-0.733594,0.141789,-9999.0,-9999.0
136,1.92261,0.786792,0.315590E-01,0.848499E-01,0.194346,0.693677E-01,0.207209E-01,0.834639E-01,-9999.0,-9999.0,0.855095E-01,0.136109,0.800520E-01,-0.316137,0.996634E-01,-9999.0,-9999.0
163,2.28760,0.936158,0.311456E-01,0.102905,0.216610,0.581925E-01,0.140934E-01,0.732333E-01,-9999.0,-9999.0,0.491882E-01,0.365613,0.123234,-0.696139,0.116706,-9999.0,-9999.0
193,2.72217,1.11400,0.334895E-01,0.763025E-01,0.295977,0.537678E-01,0.151870E-01,0.648696E-01,-9999.0,-9999.0,0.123123,-0.214129,0.898004E-01,-0.775887,0.876425E-01,-9999.0,-9999.0
231,3.23975,1.32581,0.302332E-01,0.692549E-01,0.232102,0.570378E-01,0.135781E-01,0.646503E-01,-9999.0,-9999.0,0.613817E-01,0.139509,0.916065E-01,-0.545588,0.990982E-01,-9999.0,-9999.0
274,3.85620,1.57808,0.248733E-01,0.579231E-01,0.211590,0.505085E-01,0.193877E-01,0.562149E-01,-9999.0,-9999.0,0.626858E-01,0.157959,0.884655E-01,-0.389549,0.673759E-01,-9999.0,-9999.0
326,4.58862,1.87781,0.226768E-01,0.535670E-01,0.181591,0.554684E-01,0.424845E-01,0.505325E-01,-9999.0,-9999.0,0.348230E-01,0.136464,0.949556E-01,-0.570064E-01,0.886008E-01,-9999.0,-9999.0
388,5.46021,2.23449,0.216900E-01,0.562534E-01,0.187518,0.524538E-01,0.208674E-01,0.429724E-01,-9999.0,-9999.0,0.326768E-01,0.215217,0.387924E-01,-0.190438,0.262839E-01,-9999.0,-9999.0
462,6.49780,2.65911,0.190224E-01,0.542139E-01,0.164650,0.546774E-01,0.216145E-01,0.437164E-01,-9999.0,-9999.0,0.266168E-01,0.117313,0.606626E-01,-0.257150,0.485083E-01,-9999.0,-9999.0
549,7.73193,3.16415,0.172811E-01,0.495491E-01,0.190560,0.543496E-01,0.196894E-01,0.404405E-01,-9999.0,-9999.0,0.310259E-01,0.108074,0.348121E-01,-0.127952,0.277713E-01,-9999.0,-9999.0
655,9.20166,3.76561,0.204320E-01,0.540205E-01,0.207465,0.635837E-01,0.509651E-01,0.461827E-01,-9999.0,-9999.0,0.309210E-01,-0.135823E-01,0.667198E-01,-0.700867E-01,0.442129E-01,-9999.0,-9999.0
