 normalised_and_exponentially_binned_(co)spectra
 -----------------------------------------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]_->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 20.000
measuring_height_(z-d)_[m]_=_  1.966
wind_speed_[m+1s-1]_=_  5.140
averaging_interval_[min]_=_     10
number_of_bins_=_  50
tapering_window_=_hamming
 #_freq,natural_frequency,normalized_frequency,f_nat*spec(u)/var(u),f_nat*spec(v)/var(v),f_nat*spec(w)/var(w),f_nat*spec(ts)/var(ts),f_nat*spec(co2)/var(co2),f_nat*spec(h2o)/var(h2o),f_nat*spec(ch4)/var(ch4),f_nat*spec(none)/var(none),f_nat*cospec(w_u)/cov(w_u),f_nat*cospec(w_v)/cov(w_v),f_nat*cospec(w_ts)/cov(w_ts),f_nat*cospec(w_co2)/cov(w_co2),f_nat*cospec(w_h2o)/cov(w_h2o),f_nat*cospec(w_ch4)/cov(w_ch4),f_nat*cospec(w_none)/cov(w_none)
8,0.118408,0.453037E-01,0.116667,0.131756,0.129413,0.146382,0.172858E-01,0.133957,-9999.0,-9999.0,0.196404,-0.143336E-01,0.210091,0.943840E-01,0.185039,-9999.0,-9999.0
10,0.140381,0.537105E-01,0.212484,0.256741,0.260083,0.196591,0.116061E-01,0.180969,-9999.0,-9999.0,0.488010,-0.737414,0.382763,0.126928,0.380829,-9999.0,-9999.0
12,0.167236,0.639856E-01,0.124111,0.136395,0.103948,0.137698,0.160681E-01,0.145231,-9999.0,-9999.0,0.196648,-0.610112E-01,0.199796,-0.433765E-01,0.206784,-9999.0,-9999.0
15,0.200195,0.765959E-01,0.793753E-01,0.347381E-01,0.144658,0.911551E-01,0.308897E-01,0.904398E-01,-9999.0,-9999.0,0.107757,0.164200,0.122360,-0.149708,0.120887,-9999.0,-9999.0
17,0.239258,0.915414E-01,0.107054,0.112765,0.166199,0.105271,0.187418E-01,0.973835E-01,-9999.0,-9999.0,0.227001,-0.387415E-01,0.207533,0.277899,0.197347,-9999.0,-9999.0
20,0.284424,0.108822,0.973107E-01,0.225413,0.166968,0.150252,0.223039E-01,0.152831,-9999.0,-9999.0,0.198097,-0.998129,0.346954,0.271025,0.350631,-9999.0,-9999.0
24,0.338135,0.129372,0.127222,0.132645,0.938994E-01,0.112670,0.202595E-01,0.118310,-9999.0,-9999.0,0.163169,0.119992,0.159664,0.242985,0.160081,-9999.0,-9999.0
28,0.401611,0.153659,0.115641,0.212595,0.192177,0.164208,0.848193E-02,0.154569,-9999.0,-9999.0,0.155850,-0.115920,0.244729,0.163406,0.230257,-9999.0,-9999.0
34,0.477295,0.182616,0.672414E-01,0.233692,0.171943,0.101317,0.298766E-01,0.108778,-9999.0,-9999.0,0.133225,0.386377,0.113174,0.131345,0.106860,-9999.0,-9999.0
41,0.568848,0.217644,0.875358E-01,0.162117,0.222204,0.143439,0.303787E-01,0.151141,-9999.0,-9999.0,0.167686,0.296137,0.151552,0.169969,0.162180,-9999.0,-9999.0
48,0.677490,0.259212,0.773650E-01,0.105834,0.181267,0.935042E-01,0.234972E-01,0.106082,-9999.0,-9999.0,0.147710,0.506163,0.152747,0.217561,0.152561,-9999.0,-9999.0
57,0.805664,0.308252,0.792992E-01,0.138938,0.175006,0.936318E-01,0.237250E-01,0.996252E-01,-9999.0,-9999.0,0.774837E-01,0.269818,0.914468E-01,0.237986,0.916840E-01,-9999.0,-9999.0
68,0.958252,0.366633,0.530843E-01,0.177015,0.251445,0.102172,0.264323E-01,0.116745,-9999.0,-9999.0,0.569909E-01,0.152079,0.176538,0.274042,0.167972,-9999.0,-9999.0
81,1.14014,0.436223,0.699480E-01,0.124279,0.171232,0.984231E-01,0.248706E-01,0.106527,-9999.0,-9999.0,0.927638E-01,0.625215,0.160475,0.231132,0.165115,-9999.0,-9999.0
97,1.35742,0.519357,0.459677E-01,0.154042,0.197405,0.852417E-01,0.290603E-01,0.934859E-01,-9999.0,-9999.0,0.810568E-01,0.543839,0.125495,0.254450,0.137297,-9999.0,-9999.0
115,1.61621,0.618372,0.379628E-01,0.111016,0.183514,0.901527E-01,0.382643E-01,0.991556E-01,-9999.0,-9999.0,0.683716E-01,0.470704,0.121240,0.225044,0.113453,-9999.0,-9999.0
136,1.92261,0.735601,0.474293E-01,0.102723,0.216838,0.104270,0.444400E-01,0.111628,-9999.0,-9999.0,0.101662,0.213172,0.155677,0.257582,0.166313,-9999.0,-9999.0
163,2.28760,0.875248,0.386180E-01,0.835367E-01,0.188657,0.820866E-01,0.295800E-01,0.885458E-01,-9999.0,-9999.0,0.790617E-01,0.157550,0.125322,0.281798,0.130732,-9999.0,-9999.0
193,2.72217,1.04152,0.295068E-01,0.775248E-01,0.155574,0.640217E-01,0.309868E-01,0.700476E-01,-9999.0,-9999.0,0.636298E-01,0.170093,0.765105E-01,0.175706,0.940039E-01,-9999.0,-9999.0
231,3.23975,1.23955,0.321175E-01,0.788473E-01,0.166422,0.647438E-01,0.262643E-01,0.662067E-01,-9999.0,-9999.0,0.254647E-01,0.112386,0.854019E-01,0.131803,0.798159E-01,-9999.0,-9999.0
274,3.85620,1.47540,0.283113E-01,0.704558E-01,0.171431,0.566432E-01,0.375040E-01,0.548849E-01,-9999.0,-9999.0,0.444478E-01,0.202613,0.989219E-01,0.160144,0.988508E-01,-9999.0,-9999.0
326,4.58862,1.75563,0.252791E-01,0.632022E-01,0.134882,0.472379E-01,0.640514E-01,0.426576E-01,-9999.0,-9999.0,0.205060E-01,0.970574E-01,0.586185E-01,0.120183,0.571161E-01,-9999.0,-9999.0
388,5.46021,2.08911,0.222501E-01,0.586066E-01,0.121467,0.518747E-01,0.359619E-01,0.396365E-01,-9999.0,-9999.0,0.145306E-01,0.883689E-01,0.531245E-01,0.480399E-01,0.472753E-01,-9999.0,-9999.0
462,6.49780,2.48610,0.202597E-01,0.526445E-01,0.124778,0.550143E-01,0.320894E-01,0.378930E-01,-9999.0,-9999.0,0.217415E-01,0.128355,0.510329E-01,0.377084E-01,0.404296E-01,-9999.0,-9999.0
549,7.73193,2.95828,0.187754E-01,0.613457E-01,0.137537,0.635474E-01,0.350256E-01,0.461873E-01,-9999.0,-9999.0,0.192488E-01,0.130526,0.549519E-01,0.627539E-01,0.336233E-01,-9999.0,-9999.0
655,9.20166,3.52061,0.233817E-01,0.614850E-01,0.128726,0.710834E-01,0.853366E-01,0.451935E-01,-9999.0,-9999.0,0.185745E-01,0.163062,0.481554E-01,-0.508075E-02,0.346310E-01,-9999.0,-9999.0
