 normalised_and_exponentially_binned_(co)spectra
 -----------------------------------------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]_->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 20.000
measuring_height_(z-d)_[m]_=_  1.966
wind_speed_[m+1s-1]_=_  5.551
averaging_interval_[min]_=_     10
number_of_bins_=_  50
tapering_window_=_hamming
 #_freq,natural_frequency,normalized_frequency,f_nat*spec(u)/var(u),f_nat*spec(v)/var(v),f_nat*spec(w)/var(w),f_nat*spec(ts)/var(ts),f_nat*spec(co2)/var(co2),f_nat*spec(h2o)/var(h2o),f_nat*spec(ch4)/var(ch4),f_nat*spec(none)/var(none),f_nat*cospec(w_u)/cov(w_u),f_nat*cospec(w_v)/cov(w_v),f_nat*cospec(w_ts)/cov(w_ts),f_nat*cospec(w_co2)/cov(w_co2),f_nat*cospec(w_h2o)/cov(w_h2o),f_nat*cospec(w_ch4)/cov(w_ch4),f_nat*cospec(w_none)/cov(w_none)
10,0.140381,0.497352E-01,0.195198,0.499837E-01,0.663761E-01,0.145709,0.798390E-02,0.185985,-9999.0,-9999.0,0.195870,0.345377,0.223570,0.915310E-01,0.232148,-9999.0,-9999.0
12,0.167236,0.592497E-01,0.193765,0.405779E-01,0.132416,0.104049,0.498666E-02,0.141686,-9999.0,-9999.0,0.270805,-0.227883,0.144612,0.133228,0.176686,-9999.0,-9999.0
15,0.200195,0.709267E-01,0.194047,0.553651E-01,0.904823E-01,0.122882,0.572790E-02,0.170694,-9999.0,-9999.0,0.192743,-0.961866E-02,0.179674,-0.137335E-01,0.199009,-9999.0,-9999.0
17,0.239258,0.847660E-01,0.100176,0.110088,0.157182,0.684802E-01,0.103047E-01,0.905684E-01,-9999.0,-9999.0,0.184660,-0.459914,0.198884,0.317370,0.207655,-9999.0,-9999.0
20,0.284424,0.100768,0.256653,0.495925E-01,0.176044,0.132539,0.923824E-02,0.173711,-9999.0,-9999.0,0.303955,0.266340,0.238329,0.161405,0.247894,-9999.0,-9999.0
24,0.338135,0.119797,0.196285,0.103029,0.233470,0.807158E-01,0.921727E-02,0.122890,-9999.0,-9999.0,0.292437,-0.634633,0.203942,0.196004,0.230384,-9999.0,-9999.0
28,0.401611,0.142286,0.167713,0.806443E-01,0.171085,0.100946,0.783591E-02,0.135154,-9999.0,-9999.0,0.150990,0.254208,0.164260,0.213894,0.177350,-9999.0,-9999.0
34,0.477295,0.169100,0.247925,0.558805E-01,0.305513,0.106114,0.100454E-01,0.157768,-9999.0,-9999.0,0.445693,0.419022,0.353986,0.358318,0.390848,-9999.0,-9999.0
41,0.568848,0.201536,0.114446,0.117388,0.266585,0.103633,0.145173E-01,0.148141,-9999.0,-9999.0,0.215914,-0.104412,0.190084,0.194272,0.207543,-9999.0,-9999.0
48,0.677490,0.240026,0.134259,0.868766E-01,0.186653,0.107134,0.150361E-01,0.160864,-9999.0,-9999.0,0.161322,-0.233067,0.153564,0.100796,0.163646,-9999.0,-9999.0
57,0.805664,0.285437,0.101987,0.938574E-01,0.271534,0.932889E-01,0.160314E-01,0.140922,-9999.0,-9999.0,0.169866,-0.426975E-01,0.265503,0.471985,0.299916,-9999.0,-9999.0
68,0.958252,0.339497,0.101123,0.895891E-01,0.248346,0.806125E-01,0.120055E-01,0.117397,-9999.0,-9999.0,0.156603,0.616652E-01,0.170108,0.352450,0.212386,-9999.0,-9999.0
81,1.14014,0.403936,0.116731,0.962411E-01,0.311974,0.647563E-01,0.130024E-01,0.100376,-9999.0,-9999.0,0.200837,0.142033,0.202719,0.499615,0.237215,-9999.0,-9999.0
97,1.35742,0.480917,0.111320,0.806759E-01,0.324768,0.775615E-01,0.132267E-01,0.112085,-9999.0,-9999.0,0.221215,0.411834,0.224801,0.348093,0.264768,-9999.0,-9999.0
115,1.61621,0.572603,0.105875,0.861286E-01,0.242601,0.832251E-01,0.235790E-01,0.122669,-9999.0,-9999.0,0.145735,0.420775E-01,0.167115,0.447996,0.196679,-9999.0,-9999.0
136,1.92261,0.681156,0.595941E-01,0.736558E-01,0.228706,0.685451E-01,0.348852E-01,0.109122,-9999.0,-9999.0,0.102905,-0.105633,0.154944,0.367660,0.181701,-9999.0,-9999.0
163,2.28760,0.810467,0.673746E-01,0.612953E-01,0.234752,0.785665E-01,0.249026E-01,0.110811,-9999.0,-9999.0,0.920925E-01,0.115796,0.136176,0.409171,0.179624,-9999.0,-9999.0
193,2.72217,0.964430,0.566083E-01,0.643950E-01,0.196244,0.636414E-01,0.212531E-01,0.801438E-01,-9999.0,-9999.0,0.754348E-01,0.200449E-01,0.679284E-01,0.249834,0.699250E-01,-9999.0,-9999.0
231,3.23975,1.14780,0.541040E-01,0.725088E-01,0.234965,0.612385E-01,0.217654E-01,0.732353E-01,-9999.0,-9999.0,0.680184E-01,0.192097,0.105757,0.340692,0.125567,-9999.0,-9999.0
274,3.85620,1.36620,0.489869E-01,0.512888E-01,0.180367,0.602047E-01,0.341781E-01,0.731032E-01,-9999.0,-9999.0,0.680586E-01,-0.726017E-01,0.594739E-01,0.248259,0.771295E-01,-9999.0,-9999.0
326,4.58862,1.62569,0.370698E-01,0.495284E-01,0.188296,0.582666E-01,0.998415E-01,0.717468E-01,-9999.0,-9999.0,0.566168E-01,-0.567076E-01,0.749313E-01,0.443571E-01,0.720806E-01,-9999.0,-9999.0
388,5.46021,1.93448,0.396950E-01,0.410005E-01,0.152790,0.672529E-01,0.521282E-01,0.668901E-01,-9999.0,-9999.0,0.631039E-01,0.682033E-01,0.526353E-01,0.741384E-01,0.552559E-01,-9999.0,-9999.0
462,6.49780,2.30209,0.316414E-01,0.398619E-01,0.176386,0.599862E-01,0.371960E-01,0.585010E-01,-9999.0,-9999.0,0.373011E-01,0.459694E-01,0.604367E-01,0.153770E-01,0.641479E-01,-9999.0,-9999.0
549,7.73193,2.73933,0.378866E-01,0.404899E-01,0.187986,0.693527E-01,0.333059E-01,0.608308E-01,-9999.0,-9999.0,0.320871E-01,0.486040E-01,0.603250E-01,0.142360,0.369384E-01,-9999.0,-9999.0
655,9.20166,3.26003,0.376484E-01,0.429692E-01,0.175534,0.801007E-01,0.101747,0.646877E-01,-9999.0,-9999.0,0.242199E-01,0.612025E-01,0.621398E-01,-0.291278E-01,0.368448E-01,-9999.0,-9999.0
