 normalised_and_exponentially_binned_(co)spectra
 -----------------------------------------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]_->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 20.000
measuring_height_(z-d)_[m]_=_  1.966
wind_speed_[m+1s-1]_=_  5.453
averaging_interval_[min]_=_     10
number_of_bins_=_  50
tapering_window_=_hamming
 #_freq,natural_frequency,normalized_frequency,f_nat*spec(u)/var(u),f_nat*spec(v)/var(v),f_nat*spec(w)/var(w),f_nat*spec(ts)/var(ts),f_nat*spec(co2)/var(co2),f_nat*spec(h2o)/var(h2o),f_nat*spec(ch4)/var(ch4),f_nat*spec(none)/var(none),f_nat*cospec(w_u)/cov(w_u),f_nat*cospec(w_v)/cov(w_v),f_nat*cospec(w_ts)/cov(w_ts),f_nat*cospec(w_co2)/cov(w_co2),f_nat*cospec(w_h2o)/cov(w_h2o),f_nat*cospec(w_ch4)/cov(w_ch4),f_nat*cospec(w_none)/cov(w_none)
10,0.140381,0.506267E-01,0.560335E-01,0.121281,0.752479E-01,0.806758E-01,0.337532E-02,0.843573E-01,-9999.0,-9999.0,0.336289E-01,1.19684,0.106958,-0.639705E-02,0.114155,-9999.0,-9999.0
12,0.167236,0.603118E-01,0.102430,0.917673E-01,0.107996,0.959409E-01,0.233828E-02,0.113186,-9999.0,-9999.0,0.188359,-0.876441,0.137262,-0.149810E-01,0.151826,-9999.0,-9999.0
15,0.200195,0.721980E-01,0.274819,0.116156,0.113784,0.174212,0.379811E-02,0.171140,-9999.0,-9999.0,0.348722,-1.08044,0.209595,0.306974E-01,0.213979,-9999.0,-9999.0
17,0.239258,0.862854E-01,0.152521,0.153970,0.187636,0.171473,0.436408E-02,0.185859,-9999.0,-9999.0,0.308731,-0.361585,0.226892,0.333172E-01,0.217052,-9999.0,-9999.0
20,0.284424,0.102574,0.100849,0.222233,0.247106,0.179898,0.759308E-02,0.186800,-9999.0,-9999.0,0.266518,1.36693,0.332524,0.225764,0.349289,-9999.0,-9999.0
24,0.338135,0.121944,0.514283E-01,0.600370E-01,0.113641,0.154358,0.959351E-02,0.173113,-9999.0,-9999.0,0.735460E-01,-0.231626,0.181275,0.821717E-01,0.192628,-9999.0,-9999.0
28,0.401611,0.144836,0.497998E-01,0.103577,0.151268,0.148903,0.713593E-02,0.166979,-9999.0,-9999.0,0.657380E-01,-0.769916,0.195150,0.882296E-01,0.203273,-9999.0,-9999.0
34,0.477295,0.172131,0.545886E-01,0.104533,0.180111,0.150376,0.979557E-02,0.166634,-9999.0,-9999.0,0.113964,0.136518E-01,0.100856,0.325230E-01,0.102607,-9999.0,-9999.0
41,0.568848,0.205148,0.713114E-01,0.869263E-01,0.201515,0.113063,0.838249E-02,0.133511,-9999.0,-9999.0,0.128606,0.320458,0.135514,0.134620,0.141241,-9999.0,-9999.0
48,0.677490,0.244329,0.710493E-01,0.100405,0.159626,0.126391,0.895442E-02,0.154537,-9999.0,-9999.0,0.137208,-0.275898,0.168370,0.177395,0.193297,-9999.0,-9999.0
57,0.805664,0.290553,0.461926E-01,0.111698,0.245102,0.125178,0.923971E-02,0.161825,-9999.0,-9999.0,0.104490,0.377158,0.169503,0.118171,0.196296,-9999.0,-9999.0
68,0.958252,0.345582,0.644379E-01,0.124890,0.180305,0.132451,0.717417E-02,0.151061,-9999.0,-9999.0,0.104302,0.424349,0.149965,0.114335,0.157169,-9999.0,-9999.0
81,1.14014,0.411176,0.387170E-01,0.111923,0.212579,0.926947E-01,0.980580E-02,0.104336,-9999.0,-9999.0,0.105261,-0.154583,0.166582,0.170664,0.172421,-9999.0,-9999.0
97,1.35742,0.489538,0.345957E-01,0.926741E-01,0.287499,0.108029,0.929957E-02,0.127590,-9999.0,-9999.0,0.109169,0.935886,0.182836,0.192565,0.190141,-9999.0,-9999.0
115,1.61621,0.582867,0.415910E-01,0.806399E-01,0.283083,0.112744,0.111782E-01,0.140363,-9999.0,-9999.0,0.115873,1.21590,0.173050,0.180084,0.192621,-9999.0,-9999.0
136,1.92261,0.693365,0.379320E-01,0.782633E-01,0.239341,0.963373E-01,0.160695E-01,0.115154,-9999.0,-9999.0,0.104047,0.919761,0.157049,0.159914,0.174324,-9999.0,-9999.0
163,2.28760,0.824994,0.339595E-01,0.707041E-01,0.214125,0.873475E-01,0.989413E-02,0.983648E-01,-9999.0,-9999.0,0.932716E-01,0.226189,0.911754E-01,0.933096E-01,0.106470,-9999.0,-9999.0
193,2.72217,0.981717,0.260546E-01,0.735846E-01,0.234619,0.900087E-01,0.124025E-01,0.957192E-01,-9999.0,-9999.0,0.667660E-01,0.314273,0.106610,0.166467,0.120391,-9999.0,-9999.0
231,3.23975,1.16838,0.227132E-01,0.526328E-01,0.196206,0.792211E-01,0.101044E-01,0.806312E-01,-9999.0,-9999.0,0.509100E-01,0.350108,0.958896E-01,0.108775,0.112845,-9999.0,-9999.0
274,3.85620,1.39069,0.209306E-01,0.611631E-01,0.170651,0.865818E-01,0.124363E-01,0.859095E-01,-9999.0,-9999.0,0.403678E-01,0.530584,0.718102E-01,0.101643,0.888733E-01,-9999.0,-9999.0
326,4.58862,1.65483,0.214204E-01,0.529597E-01,0.162272,0.711279E-01,0.297674E-01,0.685757E-01,-9999.0,-9999.0,0.355904E-01,0.268200,0.489496E-01,0.502077E-01,0.646164E-01,-9999.0,-9999.0
388,5.46021,1.96916,0.173075E-01,0.448424E-01,0.144619,0.771798E-01,0.182263E-01,0.662754E-01,-9999.0,-9999.0,0.272623E-01,0.176989E-01,0.705616E-01,0.646317E-01,0.562884E-01,-9999.0,-9999.0
462,6.49780,2.34335,0.178255E-01,0.482351E-01,0.138507,0.729847E-01,0.151885E-01,0.581077E-01,-9999.0,-9999.0,0.147455E-01,0.175409,0.636504E-01,0.243518E-01,0.501612E-01,-9999.0,-9999.0
549,7.73193,2.78843,0.173961E-01,0.487240E-01,0.145840,0.818678E-01,0.141461E-01,0.520105E-01,-9999.0,-9999.0,0.246393E-01,0.759476E-01,0.453097E-01,0.157138E-01,0.405090E-01,-9999.0,-9999.0
655,9.20166,3.31847,0.181860E-01,0.446095E-01,0.155022,0.976831E-01,0.345894E-01,0.552731E-01,-9999.0,-9999.0,0.160629E-01,0.740964E-01,0.490773E-01,-0.183838E-01,0.253949E-01,-9999.0,-9999.0
