 normalised_and_exponentially_binned_(co)spectra
 -----------------------------------------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]_->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 20.000
measuring_height_(z-d)_[m]_=_  1.966
wind_speed_[m+1s-1]_=_  5.182
averaging_interval_[min]_=_     10
number_of_bins_=_  50
tapering_window_=_hamming
 #_freq,natural_frequency,normalized_frequency,f_nat*spec(u)/var(u),f_nat*spec(v)/var(v),f_nat*spec(w)/var(w),f_nat*spec(ts)/var(ts),f_nat*spec(co2)/var(co2),f_nat*spec(h2o)/var(h2o),f_nat*spec(ch4)/var(ch4),f_nat*spec(none)/var(none),f_nat*cospec(w_u)/cov(w_u),f_nat*cospec(w_v)/cov(w_v),f_nat*cospec(w_ts)/cov(w_ts),f_nat*cospec(w_co2)/cov(w_co2),f_nat*cospec(w_h2o)/cov(w_h2o),f_nat*cospec(w_ch4)/cov(w_ch4),f_nat*cospec(w_none)/cov(w_none)
10,0.140381,0.532751E-01,0.192123,0.330504E-01,0.561558E-01,0.111448,0.254425E-01,0.148370,-9999.0,-9999.0,0.116309,0.134385,0.154109,0.356271,0.155406,-9999.0,-9999.0
12,0.167236,0.634669E-01,0.124166,0.913278E-01,0.149484,0.558834E-01,0.184543E-01,0.739507E-01,-9999.0,-9999.0,0.220042,-0.213860,0.873774E-01,-0.244668,0.885765E-01,-9999.0,-9999.0
15,0.200195,0.759749E-01,0.200352,0.788366E-01,0.118817,0.955771E-01,0.215588E-01,0.144116,-9999.0,-9999.0,0.227621,0.486104,0.192923,0.673606,0.205387,-9999.0,-9999.0
17,0.239258,0.907993E-01,0.131466,0.461121E-01,0.110806,0.954831E-01,0.176473E-01,0.130393,-9999.0,-9999.0,0.166401,0.237716E-01,0.182508,0.433355,0.185455,-9999.0,-9999.0
20,0.284424,0.107940,0.112785,0.702494E-01,0.602855E-01,0.632863E-01,0.130730E-01,0.882773E-01,-9999.0,-9999.0,0.123193,0.228393,0.101657,-0.199332E-01,0.106239,-9999.0,-9999.0
24,0.338135,0.128324,0.112267,0.453633E-01,0.106745,0.793313E-01,0.138662E-01,0.110581,-9999.0,-9999.0,0.178706,0.185316,0.202221,0.524553,0.194151,-9999.0,-9999.0
28,0.401611,0.152413,0.122147,0.562502E-01,0.233828,0.800490E-01,0.106819E-01,0.113144,-9999.0,-9999.0,0.250748,0.153052,0.312970,0.325286,0.332002,-9999.0,-9999.0
34,0.477295,0.181135,0.961693E-01,0.565832E-01,0.190286,0.693641E-01,0.146023E-01,0.916110E-01,-9999.0,-9999.0,0.197610,0.202984,0.143888,0.589496,0.127011,-9999.0,-9999.0
41,0.568848,0.215880,0.107340,0.723968E-01,0.196807,0.750785E-01,0.110942E-01,0.102245,-9999.0,-9999.0,0.182174,0.609251,0.146504,0.472965,0.136600,-9999.0,-9999.0
48,0.677490,0.257110,0.968991E-01,0.753969E-01,0.136287,0.652779E-01,0.118816E-01,0.951895E-01,-9999.0,-9999.0,0.135935,-0.438109E-01,0.162279,0.562598,0.168054,-9999.0,-9999.0
57,0.805664,0.305753,0.102809,0.666579E-01,0.241535,0.778541E-01,0.993183E-02,0.114218,-9999.0,-9999.0,0.209247,0.791617E-01,0.236170,0.655082,0.242663,-9999.0,-9999.0
68,0.958252,0.363661,0.105135,0.783014E-01,0.222363,0.668232E-01,0.129347E-01,0.117624,-9999.0,-9999.0,0.213207,0.293090,0.193688,0.821092,0.232562,-9999.0,-9999.0
81,1.14014,0.432687,0.834088E-01,0.617420E-01,0.251774,0.502708E-01,0.102072E-01,0.798497E-01,-9999.0,-9999.0,0.149318,0.522669E-01,0.201968,0.624320,0.206007,-9999.0,-9999.0
97,1.35742,0.515147,0.751373E-01,0.471791E-01,0.197677,0.532157E-01,0.131632E-01,0.830174E-01,-9999.0,-9999.0,0.135905,0.165261,0.139034,0.476361,0.155438,-9999.0,-9999.0
115,1.61621,0.613359,0.681056E-01,0.639138E-01,0.268511,0.752799E-01,0.203714E-01,0.109642,-9999.0,-9999.0,0.151645,0.434517,0.297740,1.62173,0.311690,-9999.0,-9999.0
136,1.92261,0.729637,0.488711E-01,0.567442E-01,0.193676,0.538687E-01,0.258717E-01,0.859206E-01,-9999.0,-9999.0,0.949125E-01,0.170543,0.671271E-01,0.351114,0.636547E-01,-9999.0,-9999.0
163,2.28760,0.868153,0.498380E-01,0.490638E-01,0.184780,0.572104E-01,0.172212E-01,0.857255E-01,-9999.0,-9999.0,0.845141E-01,0.113413,0.965198E-01,0.596918,0.104013,-9999.0,-9999.0
193,2.72217,1.03307,0.462090E-01,0.456572E-01,0.242968,0.593352E-01,0.195586E-01,0.846541E-01,-9999.0,-9999.0,0.910382E-01,0.102107,0.167335,1.20654,0.188123,-9999.0,-9999.0
231,3.23975,1.22950,0.409599E-01,0.409292E-01,0.180758,0.580671E-01,0.161590E-01,0.768073E-01,-9999.0,-9999.0,0.570117E-01,0.940103E-01,0.135567,0.686528,0.121033,-9999.0,-9999.0
274,3.85620,1.46344,0.403975E-01,0.319797E-01,0.165671,0.519260E-01,0.201458E-01,0.665717E-01,-9999.0,-9999.0,0.724644E-01,0.369388E-02,0.112820,0.852206,0.123822,-9999.0,-9999.0
326,4.58862,1.74140,0.351880E-01,0.303675E-01,0.146353,0.413983E-01,0.448699E-01,0.537815E-01,-9999.0,-9999.0,0.513670E-01,-0.165318E-01,0.831477E-01,0.450351,0.899001E-01,-9999.0,-9999.0
388,5.46021,2.07217,0.328555E-01,0.309438E-01,0.133810,0.415531E-01,0.254690E-01,0.483550E-01,-9999.0,-9999.0,0.396175E-01,0.636956E-01,0.735543E-01,0.329769,0.582262E-01,-9999.0,-9999.0
462,6.49780,2.46594,0.297598E-01,0.283945E-01,0.133585,0.499132E-01,0.248662E-01,0.484461E-01,-9999.0,-9999.0,0.412758E-01,0.115028,0.664769E-01,0.179793,0.639746E-01,-9999.0,-9999.0
549,7.73193,2.93430,0.307791E-01,0.303081E-01,0.153174,0.424515E-01,0.233433E-01,0.446135E-01,-9999.0,-9999.0,0.338786E-01,0.380467E-01,0.535982E-01,0.391048,0.565813E-01,-9999.0,-9999.0
655,9.20166,3.49207,0.317911E-01,0.337333E-01,0.165939,0.544993E-01,0.519163E-01,0.476797E-01,-9999.0,-9999.0,0.287518E-01,0.803995E-01,0.464750E-01,0.203124E-03,0.280301E-01,-9999.0,-9999.0
