"TOA5","36719","CR1000X","36719","CR1000X.Std.06.01","CPU:EasyFlux_DL_CR1000XOP_v3.cr1x","12308","Flux_CSFormat"
"TIMESTAMP","RECORD","FC_mass","FC_QC","FC_samples","LE","LE_QC","LE_samples","H","H_QC","H_samples","Bowen_ratio","TAU","TAU_QC","USTAR","TSTAR","TKE","TA_1_1_1","RH_1_1_1","T_DP_1_1_1","e_amb","e_sat_amb","TA_1_1_2","RH_1_1_2","T_DP_1_1_2","e","e_sat","PA","VPD","Ux","Ux_SIGMA","Uy","Uy_SIGMA","Uz","Uz_SIGMA","T_SONIC","T_SONIC_SIGMA","sonic_azimuth","WS","WS_RSLT","WD_SONIC","WD_SIGMA","WD","WS_MAX","CO2_density","CO2_density_SIGMA","H2O_density","H2O_density_SIGMA","CO2_sig_strgth_Min","H2O_sig_strgth_Min","sun_azimuth","sun_elevation","hour_angle","sun_declination","air_mass_coeff","daytime","FETCH_MAX","FETCH_90","FETCH_55","FETCH_40","UPWND_DIST_INTRST","FP_DIST_INTRST","FP_EQUATION"
"2024-01-26 20:00:00",30,0.02535725,7,36000,19.40665,7,36000,-16.56469,7,36000,-0.8535573,0.08217054,3,0.254712,0.0510467,1.063914,0.6982943,49.36758,-8.712033,0.3184504,0.6457835,3.068609,42.06335,-8.601654,0.3211965,0.7653832,100.5242,4.441867,4.124417,1.233161,1.753193,0.6869419,0.4743697,0.3677663,3.349779,0.5746085,346,4.579113,4.481574,23.02916,11.82178,322.9708,8.540507,787.0541,0.9695934,2.519806,0.07250278,0.9550184,0.9440747,57.68953,-25.24594,-126.2405,-18.6101,"NAN",0,32.16429,90.33959,46.01278,34.79809,164.413,98.93209,"Kljun et al"
"2024-01-26 20:30:00",31,-0.02249482,7,36000,28.26777,7,36000,-31.29855,7,36000,-1.107217,0.1209596,1,0.3090921,0.07951807,1.027129,0.7876708,46.4814,-9.411169,0.3016671,0.6500391,3.187005,39.56566,-9.300187,0.3042891,0.7720675,100.5253,4.677784,5.128927,1.135533,1.761177,0.8020297,0.6119998,0.3486727,3.453358,0.6816698,346,5.489628,5.422903,18.95138,8.930182,327.0486,9.6398,787.1801,1.609925,2.386253,0.1113012,0.9557415,0.9448342,65.36369,-23.89631,-118.7416,-18.60477,"NAN",0,38.2679,107.4979,54.75875,41.41084,164.413,98.14024,"Kljun et al"
"2024-01-26 21:00:00",32,-0.02215053,7,36000,24.16724,7,36000,-23.73019,7,36000,-0.9819156,0.1162787,3,0.3027889,0.06144015,1.311415,0.414508,46.6941,-9.687075,0.2951468,0.6325752,2.739086,39.90501,-9.579612,0.2976401,0.7475937,100.5349,4.499536,4.324381,1.397981,2.073774,0.7104158,0.49519,0.4047061,2.999406,0.515496,346,4.892801,4.795922,25.62015,11.3978,320.3799,8.906693,787.1769,1.070654,2.337826,0.0994954,0.9558937,0.9451021,72.93812,-22.46176,-111.2422,-18.59959,"NAN",0,31.60768,88.64604,45.19185,34.17981,164.413,99.02764,"Kljun et al"
"2024-01-26 21:30:00",33,-0.02777461,2,36000,32.50033,1,36000,-34.34825,2,36000,-1.056858,0.1863919,1,0.3830941,0.07019894,1.168895,0.03885137,45.649,-10.3144,0.2808529,0.6154342,2.388613,38.90633,-10.20617,0.2832602,0.7289219,100.5398,4.456618,4.545543,1.150572,2.424379,0.8993596,0.5181953,0.4529082,2.635883,0.3322241,346,5.250751,5.151656,28.07335,11.12757,317.9266,9.568308,787.2377,1.042963,2.227665,0.08713327,0.9558998,0.9452273,80.41891,-20.96804,-103.7436,-18.5942,"NAN",0,30.38589,84.99822,43.40345,32.83112,164.413,99.19997,"Kljun et al"
"2024-01-26 22:00:00",34,-0.0274092,2,36000,31.15507,1,36000,-33.79419,1,36000,-1.084709,0.1509352,2,0.3449324,0.07679632,1.263487,0.3123574,44.31952,-10.44887,0.2779937,0.6278486,2.695807,37.71029,-10.33934,0.2804052,0.7451397,100.5364,4.647346,5.092114,0.9762212,1.159655,1.205735,0.5840357,0.3466553,2.940902,0.4138521,346,5.372652,5.222479,12.8296,13.54209,333.1704,8.45911,787.6731,1.669631,2.202824,0.1097768,0.9555037,0.9446679,87.81701,-19.44106,-96.24505,-18.58883,"NAN",0,36.76321,103.0211,52.55717,39.75096,164.413,98.48835,"Kljun et al"
"2024-01-26 22:30:00",35,-0.05723332,7,36000,26.89816,1,36000,-31.91504,1,36000,-1.186514,0.0911961,1,0.2681871,0.09333087,0.9459772,0.4432356,43.05822,-10.68732,0.2727865,0.6337254,2.826488,36.64226,-10.57807,0.2751519,0.7519472,100.5307,4.767952,4.204479,1.060321,-0.1643602,0.8282713,0.4596522,0.285728,3.067142,0.2963227,346,4.297058,4.207687,357.7614,11.68143,348.2386,8.74367,790.1287,1.545992,2.160497,0.1077024,0.9569361,0.9464334,95.14504,-17.90631,-88.74551,-18.58366,"NAN",0,36.51497,103.0371,52.33338,39.56778,164.413,98.2682,"Kljun et al"
"2024-01-26 23:00:00",36,-0.05494033,4,36000,31.05199,3,36000,-37.00068,3,36000,-1.191572,0.1652588,3,0.3609748,0.08036204,0.7143713,0.3381236,45.80815,-9.996568,0.2880316,0.6288912,2.695692,39.03498,-9.887805,0.2905062,0.744932,100.5145,4.544259,5.489964,0.9500746,-0.4254074,0.6520967,0.5937394,0.3176018,2.949641,0.2298117,346,5.544946,5.506422,355.5691,6.75158,350.4309,8.962667,790.7333,1.846422,2.282112,0.09697606,0.9563627,0.9457263,102.4134,-16.38865,-81.24686,-18.57827,"NAN",0,40.46067,113.3059,57.83472,43.74337,164.413,97.79491,"Kljun et al"
"2024-01-26 23:30:00",37,-0.0237596,3,36000,31.45845,3,36000,-40.86398,3,36000,-1.298983,0.1742272,3,0.3707904,0.08647134,0.6726531,0.4548261,46.02369,-9.827995,0.2918479,0.634236,2.827874,39.18496,-9.718413,0.2943706,0.7519775,100.4827,4.576069,5.973214,0.8867667,0.01863591,0.6686988,0.6424237,0.3343546,3.085381,0.2520717,346,6.010327,5.973241,0.1787594,6.36273,345.8212,9.64184,790.8459,2.842964,2.31136,0.08987057,0.9565917,0.9461401,109.6356,-14.91217,-73.7481,-18.5729,"NAN",0,41.14021,115.2307,58.81095,44.48127,164.413,97.62361,"Kljun et al"
"2024-01-27 00:00:00",38,-0.04710031,3,36000,32.65306,3,36000,-39.48115,3,36000,-1.20911,0.1978324,3,0.3950221,0.07838473,0.7837026,0.2681897,46.71264,-9.809566,0.2922445,0.6257125,2.626897,39.79391,-9.700541,0.2947589,0.7412903,100.455,4.465315,6.196983,0.923175,0.5205121,0.7689033,0.6656378,0.3520524,2.884796,0.2255434,346,6.267149,6.218841,4.801243,7.111474,341.1987,9.923681,789.5806,2.711403,2.316078,0.08372259,0.9563464,0.9457815,116.8237,-13.49992,-66.24896,-18.56763,"NAN",0,40.74366,113.912,58.20537,44.02692,164.413,97.78876,"Kljun et al"
"2024-01-27 00:30:00",39,-0.04309777,4,36000,28.92427,3,36000,-30.4586,3,36000,-1.053047,0.1598117,3,0.3549246,0.06726159,0.6787543,0.1080619,46.50484,-10.01346,0.2876006,0.6184687,2.464496,39.61346,-9.904667,0.2900741,0.7327443,100.4593,4.426702,5.341744,0.9203789,-0.007729996,0.6397539,0.5788634,0.3180038,2.718062,0.1858124,346,5.380674,5.341749,359.9171,6.88939,346.0829,8.267126,788.6954,1.290643,2.280606,0.08666465,0.9560403,0.9454253,123.9879,-12.17359,-58.74996,-18.56232,"NAN",0,39.58485,110.7155,56.55639,42.779,164.413,98.03793,"Kljun et al"
"2024-01-27 01:00:00",40,-0.05582044,4,36000,31.50939,3,36000,-36.45491,3,36000,-1.156954,0.1541179,3,0.3486301,0.0820007,0.8294933,0.2467963,44.79425,-10.36525,0.2797987,0.6247415,2.604261,38.17094,-10.2568,0.2822016,0.7401161,100.4579,4.579145,5.125947,0.8874198,-0.3717686,0.8831498,0.5538073,0.3025216,2.851119,0.245792,346,5.213065,5.139425,355.8518,9.627061,350.1482,8.198527,788.1339,1.479416,2.21762,0.1022665,0.9560865,0.945494,131.1373,-10.95356,-51.25137,-18.55694,"NAN",0,39.9513,111.9822,57.12471,43.20466,164.413,97.87705,"Kljun et al"
"2024-01-27 01:30:00",41,-0.03430841,4,36000,28.26876,3,36000,-23.12528,3,36000,-0.8180509,0.114993,1,0.3011097,0.060215,1.253385,0.1785781,44.10553,-10.62892,0.2740552,0.6217151,2.546428,37.55888,-10.52021,0.2764188,0.7371783,100.4574,4.607594,4.872684,1.086729,1.517343,1.10386,0.5336691,0.3275419,2.788116,0.3478666,346,5.228215,5.103471,17.29652,12.51173,328.7035,8.989396,787.1765,0.9953511,2.172662,0.1086726,0.9560812,0.9455976,138.2801,-9.858536,-43.75241,-18.55162,"NAN",0,38.35577,107.4828,54.83609,41.4744,164.413,98.21458,"Kljun et al"
"2024-01-27 02:00:00",42,-0.05569729,5,36000,26.35584,5,36000,-20.54464,5,36000,-0.7795099,0.1116203,3,0.2962141,0.05421415,0.8937041,-0.6166402,47.60733,-10.39401,0.2790849,0.5869573,1.750822,40.47052,-10.28475,0.2815048,0.6965657,100.4718,4.15061,4.678862,0.872954,0.4281106,0.9724409,0.5089784,0.2823441,1.996275,0.4312979,346,4.798052,4.698439,5.227948,11.6711,340.7721,8.535716,789.4131,1.555129,2.21898,0.08680088,0.9528947,0.9417099,145.4218,-8.905429,-36.25323,-18.54635,"NAN",0,39.74605,111.2867,56.80897,42.96794,164.413,97.96262,"Kljun et al"
"2024-01-27 02:30:00",43,-0.04978212,4,36000,22.40765,3,36000,-14.36051,3,36000,-0.6408753,0.1234806,3,0.3115065,0.03602407,0.915395,-0.7584622,47.85831,-10.44847,0.277846,0.580637,1.667504,40.51573,-10.33652,0.2803172,0.6921671,100.4719,4.118499,4.544804,0.9791055,-0.7280946,0.890895,0.4784144,0.2800864,1.911958,0.1637099,346,4.686023,4.602753,350.8983,10.7976,355.1017,8.163214,788.3468,2.293983,2.210265,0.07718424,0.9528742,0.9417454,152.5656,-8.109025,-28.75462,-18.54097,"NAN",0,39.69437,110.7515,56.66352,42.86471,164.413,98.10516,"Kljun et al"
"2024-01-27 03:00:00",44,-0.02058345,7,36000,17.1933,3,36000,-15.78586,3,36000,-0.9181404,0.08962819,3,0.2655175,0.04650195,0.92045,-0.5153224,47.03558,-10.44531,0.2779475,0.5910546,1.884912,39.90659,-10.33464,0.2803897,0.7030504,100.4574,4.226607,3.399786,0.8753873,-1.082966,1.005427,0.3641469,0.2524165,2.129542,0.1972353,346,3.692343,3.5681,342.3313,14.85828,3.668732,7.69977,786.9473,1.931865,2.209104,0.08511445,0.9535441,0.9426405,159.714,-7.481936,-21.25601,-18.53555,"NAN",0,36.15345,101.3328,51.6882,39.09348,164.413,98.57246,"Kljun et al"
"2024-01-27 03:30:00",45,-0.06099699,4,36000,22.40111,3,36000,-21.68508,3,36000,-0.9680362,0.1432067,3,0.3357579,0.0505512,0.6584002,-0.4117807,49.71994,-9.642187,0.2960735,0.5955186,1.974661,42.22776,-9.531444,0.2986598,0.7075609,100.4168,4.089011,5.076276,0.8506979,0.2633979,0.7097602,0.5651476,0.298921,2.235429,0.1712404,346,5.133465,5.083088,2.970309,8.024058,343.0297,8.476343,785.6511,1.499645,2.352264,0.07229152,0.9532472,0.9422833,166.8683,-7.034468,-13.75624,-18.53036,"NAN",0,39.89584,111.4653,56.9791,43.10078,164.413,98.01019,"Kljun et al"
"2024-01-27 04:00:00",46,-0.03941692,7,36000,17.55013,3,36000,-18.6148,3,36000,-1.060665,0.1254506,1,0.3142185,0.04635442,0.6869425,-0.570402,52.51551,-9.090639,0.3091285,0.588652,1.807051,44.61396,-8.979727,0.3118221,0.699102,100.3834,3.872798,5.006764,0.8870131,0.3604466,0.7031561,0.5600466,0.3044078,2.079521,0.1269627,346,5.066817,5.019712,4.11774,7.810028,341.8823,8.340111,786.2195,1.909916,2.457414,0.06062243,0.9520935,0.9409751,174.0255,-6.773628,-6.257652,-18.52497,"NAN",0,39.33061,109.9245,56.17822,42.49436,164.413,98.11897,"Kljun et al"
"2024-01-27 04:30:00",47,-0.03760447,3,36000,15.92419,3,36000,-16.50201,3,36000,-1.036286,0.1011949,1,0.2822578,0.04576011,0.4567094,-0.6299525,53.45118,-8.920275,0.3132595,0.5861025,1.76009,45.36599,-8.808593,0.3160042,0.6967582,100.3349,3.80754,4.819534,0.6744386,1.039757,0.6184596,0.5470077,0.2757883,2.036036,0.1381093,346,4.968361,4.930392,12.17436,7.080944,333.8256,7.432515,784.3171,0.8502501,2.4908,0.05474612,0.9516004,0.9404102,181.185,-6.703856,1.240936,-18.51954,"NAN",0,41.12935,115.0884,58.77485,44.45592,164.413,97.66254,"Kljun et al"
"2024-01-27 05:00:00",48,-0.02452439,7,36000,15.13369,3,36000,-15.76252,3,36000,-1.041551,0.08974037,3,0.2658247,0.04641948,0.447593,-0.6450334,53.21821,-8.990067,0.3115573,0.5854482,1.744758,45.16845,-8.878457,0.3142869,0.6959853,100.3126,3.816984,4.185888,0.7291567,0.0161691,0.5520697,0.4785947,0.2423541,2.019199,0.1197795,346,4.221999,4.185913,0.221315,7.488452,345.7787,6.935315,786.6149,1.569606,2.477402,0.05612472,0.9516088,0.9404212,188.345,-6.8265,8.740373,-18.51431,"NAN",0,40.48236,113.4339,57.87803,43.77497,164.413,97.7677,"Kljun et al"
"2024-01-27 05:30:00",49,-0.03408175,6,36000,12.32125,1,36000,-12.4732,1,36000,-1.012333,0.0353227,3,0.1668462,0.05857671,0.5496213,-0.5396805,51.64115,-9.27748,0.3046632,0.589969,1.871806,43.77542,-9.16518,0.3073545,0.7023514,100.2695,3.949969,2.675528,0.8716058,-0.3865028,0.5474713,0.2924798,0.1995526,2.140576,0.1341127,346,2.776549,2.703298,351.78,13.15649,354.22,5.260998,786.4664,1.455629,2.421644,0.07023593,0.9518625,0.940751,195.5021,-7.139053,16.23912,-18.50895,"NAN",0,22.74502,626.2191,89.15316,55.81881,164.413,70.85206,"KormannMeixner"
"2024-01-27 06:00:00",50,-0.02842302,7,36000,12.2679,3,36000,-13.64413,3,36000,-1.112181,0.06037665,3,0.2181157,0.04900412,0.5512238,-0.6382445,53.03785,-9.028546,0.3106484,0.5857413,1.740336,45.05164,-8.917499,0.3133568,0.6957715,100.241,3.824147,3.278641,0.7254262,0.9730688,0.7262579,0.4082171,0.220803,2.014362,0.1396605,346,3.496427,3.419999,16.53043,11.97563,329.4696,5.883922,784.65,0.7807068,2.470114,0.06632579,0.951741,0.9384574,202.6552,-7.636246,23.73771,-18.50351,"NAN",0,38.74,109.0546,55.47802,41.9501,164.413,97.97067,"Kljun et al"
"2024-01-27 06:30:00",51,-0.02377063,9,36000,18.10452,1,36000,-13.76025,2,36000,-0.7600451,0.07942887,1,0.2502175,0.04309769,0.7368683,-0.6441932,51.75428,-9.349813,0.3029579,0.5855101,1.751361,43.91288,-9.238278,0.3056171,0.6963468,100.207,3.907297,4.571692,0.9462041,1.246227,0.6975793,0.5362051,0.3030136,2.01851,0.1877243,346,4.809638,4.738517,15.24812,9.849812,330.7519,7.898283,786.6288,1.423696,2.409027,0.07582942,0.951438,0.9402384,209.8045,-8.310076,31.23693,-18.49819,"NAN",0,38.18106,107.03,54.5928,41.28977,164.413,98.23438,"Kljun et al"
"2024-01-27 07:00:00",52,-0.06062191,3,36000,23.72129,3,36000,-22.01982,3,36000,-0.9282728,0.08965545,1,0.2659052,0.06493193,0.7709352,-0.5976082,51.15815,-9.454638,0.3005273,0.5874832,1.79189,43.43182,-9.343508,0.3031568,0.6983546,100.1701,3.951978,4.677933,0.9608758,0.8921882,0.7336659,0.5707759,0.2834121,2.056966,0.1589881,346,4.828288,4.762262,10.7979,9.472061,335.2021,8.990851,787.7686,1.633642,2.389281,0.08843386,0.9521181,0.9411005,216.9501,-9.149475,38.73608,-18.4929,"NAN",0,42.08459,118.2948,60.24056,45.55423,164.413,97.24577,"Kljun et al"
"2024-01-27 07:30:00",53,-0.03620844,4,36000,18.65706,3,36000,-14.2472,3,36000,-0.7636359,0.08016787,3,0.2515102,0.04444553,0.8404474,-0.5321531,47.66865,-10.29289,0.2813588,0.5902951,1.848702,40.49781,-10.18297,0.2838106,0.7011978,100.1296,4.173872,3.965972,0.8604549,-0.2385768,0.9373468,0.4567261,0.248783,2.097039,0.1535296,346,4.09405,3.973137,356.5575,13.92018,349.4425,7.380503,787.6611,1.386355,2.236352,0.09490252,0.9530095,0.9422755,224.094,-10.1408,46.23466,-18.48746,"NAN",0,39.13275,109.7126,55.9577,42.32168,164.413,98.04379,"Kljun et al"
"2024-01-27 08:00:00",54,-0.02002521,3,36000,20.37629,3,36000,-14.16798,3,36000,-0.695317,0.06583653,3,0.2278978,0.04876664,0.5323246,-0.6740052,48.25554,-10.2711,0.2818696,0.584214,1.705891,40.98924,-10.16115,0.2843266,0.6940565,100.1003,4.097299,3.630385,0.6621547,-0.6224812,0.7578755,0.4189173,0.2276511,1.954644,0.1434648,346,3.758686,3.683368,350.2704,11.46609,355.7296,6.445699,787.7043,1.171969,2.241585,0.1002907,0.952746,0.9419943,231.2413,-11.26881,53.73354,-18.48208,"NAN",0,38.29523,107.675,54.81657,41.45255,164.413,98.10031,"Kljun et al"
"2024-01-27 08:30:00",55,-0.01969041,4,36000,26.41457,2,36000,-39.25181,2,36000,-1.485991,0.1343463,1,0.3255827,0.09457821,1.524864,-0.719538,51.50393,-9.495475,0.2996487,0.5823856,1.653785,43.76995,-9.385089,0.3022527,0.6916256,100.0688,3.893728,3.339362,1.175738,1.174426,1.24713,0.3976024,0.3347178,1.918355,0.3420538,346,3.825825,3.539863,19.37641,22.14507,326.6236,10.89192,785.9978,1.630942,2.383425,0.1076654,0.95015,0.9390703,238.3985,-12.51609,61.23287,-18.47684,"NAN",0,39.31978,110.5409,56.28212,42.56093,164.413,97.90224,"Kljun et al"
"2024-01-27 09:00:00",56,-0.01696962,4,36000,17.04567,1,36000,-21.20524,2,36000,-1.244025,0.07718927,4,0.2468775,0.06743165,1.533742,-0.6879278,51.31136,-9.503191,0.2993781,0.5836493,1.714914,43.51812,-9.391453,0.3020127,0.6945572,100.0199,3.925445,3.063767,1.330746,0.920283,1.101234,0.3569255,0.2896256,1.979367,0.2320278,346,3.485817,3.199005,16.719,23.23439,329.281,8.256426,785.944,1.73697,2.380951,0.08809556,0.9490008,0.936298,245.5725,-13.86281,68.73149,-18.47139,"NAN",0,37.67254,106.1389,53.96409,40.80373,164.413,98.13738,"Kljun et al"
"2024-01-27 09:30:00",57,-0.02677749,8,36000,12.75768,1,36000,-12.15154,1,36000,-0.9524882,0.02818118,7,0.1491597,0.06394669,0.9781209,-0.842628,51.96921,-9.480108,0.2998534,0.577062,1.546491,44.1055,-9.368917,0.3024797,0.6862015,99.9732,3.837217,2.951512,1.175177,0.8838269,0.7043938,0.3499277,0.281121,1.811326,0.2117581,346,3.204362,3.081007,16.67024,15.89249,329.3298,7.817566,787.0758,2.32324,2.386071,0.06995554,0.9512588,0.9402142,252.7737,-15.28845,76.23019,-18.46595,"NAN",0,30.6059,944.2095,125.7148,77.66588,164.413,62.33995,"KormannMeixner"
"2024-01-27 10:00:00",58,-0.03502812,4,36000,18.02512,1,36000,-14.0243,1,36000,-0.7780421,0.0814496,1,0.2536517,0.04342392,0.9426355,-0.8408617,51.62331,-9.564002,0.2978972,0.5771318,1.569616,43.74563,-9.451898,0.3005303,0.687316,99.92504,3.867857,3.635361,0.8267241,0.6481182,1.063442,0.4226152,0.2662525,1.832944,0.1732966,346,3.849642,3.692681,10.10867,16.35573,335.8914,8.29714,785.5595,1.318581,2.37049,0.07400832,0.9513836,0.9403536,260.014,-16.77118,83.72989,-18.46076,"NAN",0,34.97214,98.04397,50.00148,37.81754,164.413,98.72151,"Kljun et al"
"2024-01-27 10:30:00",59,-0.05066447,2,36000,18.91944,1,36000,-11.28749,1,36000,-0.5966083,0.1069712,1,0.2906668,0.03049383,1.224361,-1.077748,53.40286,-9.35551,0.3028145,0.5672234,1.342207,45.20655,-9.242666,0.3055048,0.6761984,99.85864,3.706937,4.465722,1.062587,1.175637,1.103111,0.5130231,0.3205873,1.609858,0.2035203,346,4.772028,4.617885,14.74899,14.5578,331.251,8.581753,782.8698,1.774981,2.411731,0.07537379,0.9466353,0.9361418,267.3035,-18.28671,91.22849,-18.4553,"NAN",0,36.15696,100.8832,51.6099,39.04213,164.413,98.74098,"Kljun et al"
